,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,563,5,3,log2,0.7738586916439266
1,563,5,3,sqrt,0.7993081731738719
2,583,5,3,sqrt,0.8003031594444338
3,728,7,2,sqrt,0.8012981785247056
4,748,7,2,sqrt,0.8022932303206771
5,748,8,2,sqrt,0.8028332325065537
6,626,4,1,sqrt,0.8037476331953018
7,626,5,1,sqrt,0.8063660477453581
