,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,797,10,7,log2,0.8670374115267947
1,797,10,7,sqrt,0.8862487360970678
2,787,10,7,sqrt,0.8867542972699697
3,102,8,5,sqrt,0.8882709807886754
4,583,6,6,sqrt,0.8887765419615774
5,311,10,3,sqrt,0.8913043478260869
6,321,10,3,sqrt,0.8923154701718908
7,111,10,1,sqrt,0.8928210313447927
8,811,8,2,sqrt,0.8933265925176946
9,764,5,1,sqrt,0.8938321536905965
10,754,5,1,sqrt,0.8943377148634984
11,744,5,1,sqrt,0.8948432760364005
