,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,830,5,2,sqrt,0.7987744046030881
1,830,5,1,sqrt,0.8036029671494171
2,840,5,1,sqrt,0.8045986706376906
3,313,4,1,sqrt,0.8048242388586557
4,323,4,1,sqrt,0.8065901719293085
