,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,712,3,5,log2,0.7664339738069539
1,712,3,5,sqrt,0.7918132980379944
2,712,3,4,sqrt,0.7940351264988289
3,712,3,3,sqrt,0.7985432849698778
4,712,3,2,sqrt,0.8000745280858316
5,702,3,2,sqrt,0.8010697333519475
6,595,2,1,sqrt,0.8040555433105577
