,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,529,8,7,sqrt,0.7912873950493167
1,529,8,6,sqrt,0.7952633125683947
2,519,8,6,sqrt,0.7967853476163725
3,965,7,2,sqrt,0.8038287197566976
4,945,7,2,sqrt,0.8045986706376906
