,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,548,9,7,sqrt,0.8857431749241659
1,548,9,6,sqrt,0.8882709807886754
2,309,2,4,sqrt,0.8892821031344793
3,319,2,4,sqrt,0.8902932254802831
4,874,5,3,sqrt,0.8913043478260869
5,864,5,3,sqrt,0.8918099089989889
6,844,5,3,sqrt,0.8923154701718908
7,959,7,2,sqrt,0.8933265925176946
8,949,7,2,sqrt,0.8938321536905965
9,939,7,2,sqrt,0.8943377148634984
10,337,5,1,sqrt,0.8948432760364005
