,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,974,3,5,log2,0.7666872790488747
1,974,3,5,sqrt,0.7857994298537299
2,974,3,4,sqrt,0.7952633125683947
3,974,3,3,sqrt,0.8000745280858316
4,974,3,2,sqrt,0.8015276833451803
5,352,4,1,sqrt,0.8050508777080694
6,352,5,1,sqrt,0.8075859695524904
