,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,52,5,3,sqrt,0.7958657213466127
1,124,10,2,sqrt,0.7977798592672297
2,124,10,1,sqrt,0.8012981785247056
3,104,10,1,sqrt,0.8026072952201855
4,210,8,1,sqrt,0.8037476331953018
5,299,4,1,sqrt,0.8038287197566976
6,289,4,1,sqrt,0.8045986706376906
