,fitness
0,0.8488372093023255
1,0.8614762386248737
2,0.8660262891809909
3,0.8766430738119313
4,0.8756319514661274
5,0.8816986855409504
6,0.8832153690596563
7,0.8816986855409504
8,0.8832153690596563
9,0.8816986855409504
10,0.8832153690596563
11,0.8816986855409504
12,0.8832153690596563
13,0.8816986855409504
14,0.8832153690596563
15,0.8705763397371082
16,0.872093023255814
17,0.8725985844287159
18,0.8801820020222447
19,0.8791708796764408
20,0.8801820020222447
21,0.8791708796764408
22,0.8801820020222447
23,0.8791708796764408
24,0.8801820020222447
25,0.8791708796764408
26,0.8801820020222447
27,0.8791708796764408
28,0.8326592517694641
29,0.8498483316481295
30,0.8498483316481295
31,0.8498483316481295
32,0.8498483316481295
33,0.8498483316481295
34,0.8498483316481295
35,0.8498483316481295
36,0.8498483316481295
37,0.8498483316481295
38,0.8498483316481295
39,0.8513650151668352
40,0.8503538928210314
41,0.8624873609706775
42,0.8650151668351871
43,0.8670374115267947
44,0.8650151668351871
45,0.8670374115267947
46,0.8650151668351871
47,0.8670374115267947
48,0.8650151668351871
49,0.8670374115267947
50,0.8650151668351871
51,0.8882709807886754
52,0.8943377148634984
53,0.8948432760364005
54,0.8943377148634984
55,0.8948432760364005
56,0.8943377148634984
57,0.8948432760364005
58,0.8943377148634984
59,0.8948432760364005
60,0.8943377148634984
61,0.8948432760364005
62,0.8690596562184024
63,0.871587462082912
64,0.878159757330637
65,0.8811931243680485
66,0.8827098078867543
67,0.8867542972699697
68,0.8857431749241659
69,0.8867542972699697
70,0.8857431749241659
71,0.8867542972699697
72,0.8857431749241659
73,0.8867542972699697
74,0.8857431749241659
75,0.8786653185035389
76,0.884732052578362
77,0.8872598584428716
78,0.8877654196157735
79,0.8877654196157735
80,0.8877654196157735
81,0.8877654196157735
82,0.8877654196157735
83,0.8877654196157735
84,0.8877654196157735
85,0.8877654196157735
86,0.8786653185035389
87,0.8811931243680485
88,0.8867542972699697
89,0.8862487360970678
90,0.8867542972699697
91,0.8862487360970678
92,0.8867542972699697
93,0.8862487360970678
94,0.8867542972699697
95,0.8862487360970678
96,0.8867542972699697
97,0.8862487360970678
98,0.8599595551061678
99,0.865520728008089
100,0.8751263902932255
101,0.8761375126390293
102,0.8756319514661274
103,0.8786653185035389
104,0.8761375126390293
105,0.8816986855409504
106,0.8801820020222447
107,0.8816986855409504
108,0.8801820020222447
109,0.8816986855409504
110,0.8801820020222447
111,0.8427704752275025
112,0.845803842264914
113,0.8559150657229525
114,0.865520728008089
115,0.8660262891809909
116,0.865520728008089
117,0.8660262891809909
118,0.865520728008089
119,0.8660262891809909
120,0.865520728008089
121,0.8660262891809909
122,0.865520728008089
123,0.8660262891809909
124,0.8736097067745198
125,0.8837209302325582
126,0.884732052578362
127,0.884732052578362
128,0.884732052578362
129,0.884732052578362
130,0.884732052578362
131,0.884732052578362
132,0.884732052578362
133,0.884732052578362
134,0.884732052578362
135,0.8533872598584429
136,0.8584428715874621
137,0.8609706774519716
138,0.8629929221435794
139,0.8629929221435794
140,0.8629929221435794
141,0.8629929221435794
142,0.8629929221435794
143,0.8629929221435794
144,0.8629929221435794
145,0.8629929221435794
146,0.8690596562184024
147,0.8741152679474217
148,0.8791708796764408
149,0.8816986855409504
150,0.8857431749241659
151,0.8867542972699697
152,0.8887765419615774
153,0.890798786653185
154,0.8902932254802831
155,0.890798786653185
156,0.8902932254802831
157,0.890798786653185
158,0.8902932254802831
159,0.890798786653185
160,0.8902932254802831
161,0.8382204246713852
162,0.8361981799797775
163,0.8382204246713852
164,0.8361981799797775
165,0.8382204246713852
166,0.8361981799797775
167,0.8382204246713852
168,0.8361981799797775
169,0.8382204246713852
170,0.8361981799797775
171,0.8382204246713852
172,0.8731041456016178
173,0.8796764408493428
174,0.8832153690596563
175,0.8816986855409504
176,0.8832153690596563
177,0.8816986855409504
178,0.8832153690596563
179,0.8816986855409504
180,0.8832153690596563
181,0.8816986855409504
182,0.8832153690596563
183,0.8923154701718908
184,0.8943377148634984
185,0.8948432760364005
186,0.8948432760364005
187,0.8953488372093024
188,0.8948432760364005
189,0.8953488372093024
190,0.8948432760364005
191,0.8953488372093024
192,0.8948432760364005
193,0.8953488372093024
194,0.8584428715874621
195,0.8710819009100101
196,0.872093023255814
197,0.8710819009100101
198,0.872093023255814
199,0.8710819009100101
