,n_estimators,learning_rate,max_depth,subsample,fitness,reinitialized
0,395,0.25394503396498774,2,0.48446796617364546,0.8488372093023255,False
1,395,0.25394503396498774,3,0.48446796617364546,0.8614762386248737,False
2,395,0.21394503396498774,3,0.48446796617364546,0.8660262891809909,False
3,395,0.21394503396498774,4,0.48446796617364546,0.8766430738119313,False
4,395,0.21394503396498774,4,0.5344679661736454,0.8756319514661274,False
5,395,0.17394503396498773,4,0.5344679661736454,0.8816986855409504,False
6,405,0.17394503396498773,4,0.5344679661736454,0.8832153690596563,False
7,395,0.17394503396498773,4,0.5344679661736454,0.8816986855409504,False
8,405,0.17394503396498773,4,0.5344679661736454,0.8832153690596563,False
9,395,0.17394503396498773,4,0.5344679661736454,0.8816986855409504,False
10,405,0.17394503396498773,4,0.5344679661736454,0.8832153690596563,False
11,395,0.17394503396498773,4,0.5344679661736454,0.8816986855409504,False
12,405,0.17394503396498773,4,0.5344679661736454,0.8832153690596563,False
13,395,0.17394503396498773,4,0.5344679661736454,0.8816986855409504,False
14,405,0.17394503396498773,4,0.5344679661736454,0.8832153690596563,False
15,892,0.38813485944297055,10,0.5742606965352449,0.8705763397371082,True
16,902,0.38813485944297055,10,0.5742606965352449,0.872093023255814,False
17,902,0.42813485944297053,10,0.5742606965352449,0.8725985844287159,False
18,902,0.42813485944297053,10,0.624260696535245,0.8801820020222447,False
19,912,0.42813485944297053,10,0.624260696535245,0.8791708796764408,False
20,902,0.42813485944297053,10,0.624260696535245,0.8801820020222447,False
21,912,0.42813485944297053,10,0.624260696535245,0.8791708796764408,False
22,902,0.42813485944297053,10,0.624260696535245,0.8801820020222447,False
23,912,0.42813485944297053,10,0.624260696535245,0.8791708796764408,False
24,902,0.42813485944297053,10,0.624260696535245,0.8801820020222447,False
25,912,0.42813485944297053,10,0.624260696535245,0.8791708796764408,False
26,902,0.42813485944297053,10,0.624260696535245,0.8801820020222447,False
27,912,0.42813485944297053,10,0.624260696535245,0.8791708796764408,False
28,890,0.4857160234216228,12,0.27338135584026446,0.8326592517694641,True
29,890,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
30,880,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
31,890,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
32,880,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
33,890,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
34,880,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
35,890,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
36,880,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
37,890,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
38,880,0.4857160234216228,12,0.32338135584026445,0.8498483316481295,False
39,815,0.40815403674263734,12,0.3731820081526148,0.8513650151668352,True
40,815,0.40815403674263734,11,0.3731820081526148,0.8503538928210314,False
41,815,0.36815403674263736,11,0.3731820081526148,0.8624873609706775,False
42,825,0.36815403674263736,11,0.3731820081526148,0.8650151668351871,False
43,835,0.36815403674263736,11,0.3731820081526148,0.8670374115267947,False
44,845,0.36815403674263736,11,0.3731820081526148,0.8650151668351871,False
45,835,0.36815403674263736,11,0.3731820081526148,0.8670374115267947,False
46,845,0.36815403674263736,11,0.3731820081526148,0.8650151668351871,False
47,835,0.36815403674263736,11,0.3731820081526148,0.8670374115267947,False
48,845,0.36815403674263736,11,0.3731820081526148,0.8650151668351871,False
49,835,0.36815403674263736,11,0.3731820081526148,0.8670374115267947,False
50,845,0.36815403674263736,11,0.3731820081526148,0.8650151668351871,False
51,720,0.04029221835677877,5,0.6908463891441449,0.8882709807886754,True
52,720,0.04029221835677877,6,0.6908463891441449,0.8943377148634984,False
53,720,0.04029221835677877,7,0.6908463891441449,0.8948432760364005,False
54,730,0.04029221835677877,7,0.6908463891441449,0.8943377148634984,False
55,720,0.04029221835677877,7,0.6908463891441449,0.8948432760364005,False
56,730,0.04029221835677877,7,0.6908463891441449,0.8943377148634984,False
57,720,0.04029221835677877,7,0.6908463891441449,0.8948432760364005,False
58,730,0.04029221835677877,7,0.6908463891441449,0.8943377148634984,False
59,720,0.04029221835677877,7,0.6908463891441449,0.8948432760364005,False
60,730,0.04029221835677877,7,0.6908463891441449,0.8943377148634984,False
61,720,0.04029221835677877,7,0.6908463891441449,0.8948432760364005,False
62,741,0.18629663739890348,9,0.38014949302450074,0.8690596562184024,True
63,741,0.14629663739890347,9,0.38014949302450074,0.871587462082912,False
64,741,0.10629663739890347,9,0.38014949302450074,0.878159757330637,False
65,741,0.06629663739890346,9,0.38014949302450074,0.8811931243680485,False
66,741,0.026296637398903457,9,0.38014949302450074,0.8827098078867543,False
67,741,0.026296637398903457,10,0.38014949302450074,0.8867542972699697,False
68,751,0.026296637398903457,10,0.38014949302450074,0.8857431749241659,False
69,741,0.026296637398903457,10,0.38014949302450074,0.8867542972699697,False
70,751,0.026296637398903457,10,0.38014949302450074,0.8857431749241659,False
71,741,0.026296637398903457,10,0.38014949302450074,0.8867542972699697,False
72,751,0.026296637398903457,10,0.38014949302450074,0.8857431749241659,False
73,741,0.026296637398903457,10,0.38014949302450074,0.8867542972699697,False
