,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,177,3,3,log2,0.8751263902932255
1,177,3,3,sqrt,0.8872598584428716
2,177,3,2,sqrt,0.8902932254802831
3,167,3,2,sqrt,0.8923154701718908
4,306,4,1,sqrt,0.8928210313447927
5,296,4,1,sqrt,0.8933265925176946
6,286,4,1,sqrt,0.8938321536905965
