,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,602,10,1,sqrt,0.8902932254802831,False
1,602,9,1,sqrt,0.8913043478260869,False
2,612,9,1,sqrt,0.8913043478260869,False
3,612,9,2,sqrt,0.8918099089989889,False
4,612,8,2,sqrt,0.8933265925176946,False
5,602,8,2,sqrt,0.8928210313447927,False
6,612,8,2,sqrt,0.8933265925176946,False
7,602,8,2,sqrt,0.8928210313447927,False
8,612,8,2,sqrt,0.8933265925176946,False
9,602,8,2,sqrt,0.8928210313447927,False
10,612,8,2,sqrt,0.8933265925176946,False
11,120,8,8,log2,0.8680485338725986,True
12,120,9,8,log2,0.8680485338725986,False
13,120,9,8,sqrt,0.8822042467138523,False
14,120,9,7,sqrt,0.8882709807886754,False
15,120,10,7,sqrt,0.8882709807886754,False
16,120,9,7,sqrt,0.8882709807886754,False
17,120,10,7,sqrt,0.8882709807886754,False
18,120,9,7,sqrt,0.8882709807886754,False
19,120,10,7,sqrt,0.8882709807886754,False
20,120,9,7,sqrt,0.8882709807886754,False
21,120,10,7,sqrt,0.8882709807886754,False
22,120,9,7,sqrt,0.8882709807886754,False
23,120,10,7,sqrt,0.8882709807886754,False
24,172,5,9,sqrt,0.8827098078867543,True
25,172,5,9,log2,0.8645096056622852,False
26,172,5,9,sqrt,0.8827098078867543,False
27,182,5,9,sqrt,0.8837209302325582,False
28,182,5,8,sqrt,0.884732052578362,False
29,182,5,7,sqrt,0.8867542972699697,False
30,192,5,7,sqrt,0.8892821031344793,False
31,192,6,7,sqrt,0.8892821031344793,False
32,192,7,7,sqrt,0.8892821031344793,False
33,192,8,7,sqrt,0.8892821031344793,False
34,192,9,7,sqrt,0.8892821031344793,False
35,192,10,7,sqrt,0.8892821031344793,False
36,192,9,7,sqrt,0.8892821031344793,False
37,192,10,7,sqrt,0.8892821031344793,False
38,835,9,1,sqrt,0.890798786653185,True
39,835,10,1,sqrt,0.8913043478260869,False
40,845,10,1,sqrt,0.890798786653185,False
41,835,10,1,sqrt,0.8913043478260869,False
42,845,10,1,sqrt,0.890798786653185,False
43,835,10,1,sqrt,0.8913043478260869,False
44,845,10,1,sqrt,0.890798786653185,False
45,835,10,1,sqrt,0.8913043478260869,False
46,845,10,1,sqrt,0.890798786653185,False
47,835,10,1,sqrt,0.8913043478260869,False
48,845,10,1,sqrt,0.890798786653185,False
49,503,9,8,sqrt,0.884732052578362,True
50,503,9,8,log2,0.8675429726996967,False
51,503,9,8,sqrt,0.884732052578362,False
52,503,9,7,sqrt,0.8872598584428716,False
53,503,9,6,sqrt,0.8882709807886754,False
54,513,9,6,sqrt,0.8887765419615774,False
55,523,9,6,sqrt,0.8892821031344793,False
56,523,10,6,sqrt,0.8892821031344793,False
57,523,9,6,sqrt,0.8892821031344793,False
58,523,10,6,sqrt,0.8892821031344793,False
59,523,9,6,sqrt,0.8892821031344793,False
60,523,10,6,sqrt,0.8892821031344793,False
61,944,7,9,sqrt,0.8837209302325582,True
62,944,7,9,log2,0.8650151668351871,False
63,944,7,9,sqrt,0.8837209302325582,False
64,954,7,9,sqrt,0.8837209302325582,False
65,964,7,9,sqrt,0.8837209302325582,False
66,974,7,9,sqrt,0.8837209302325582,False
67,984,7,9,sqrt,0.8837209302325582,False
68,994,7,9,sqrt,0.8842264914054601,False
69,994,8,9,sqrt,0.8842264914054601,False
70,994,9,9,sqrt,0.8842264914054601,False
71,994,10,9,sqrt,0.8842264914054601,False
72,994,9,9,sqrt,0.8842264914054601,False
73,930,4,3,sqrt,0.8913043478260869,True
74,930,4,3,log2,0.8761375126390293,False
75,930,4,3,sqrt,0.8913043478260869,False
76,940,4,3,sqrt,0.8913043478260869,False
77,950,4,3,sqrt,0.8918099089989889,False
78,950,5,3,sqrt,0.8918099089989889,False
79,950,6,3,sqrt,0.8918099089989889,False
80,950,5,3,sqrt,0.8918099089989889,False
81,950,6,3,sqrt,0.8918099089989889,False
82,950,5,3,sqrt,0.8918099089989889,False
83,950,6,3,sqrt,0.8918099089989889,False
84,950,5,3,sqrt,0.8918099089989889,False
85,508,9,5,log2,0.871587462082912,True
86,508,9,4,log2,0.8746208291203236,False
87,508,9,4,sqrt,0.8872598584428716,False
88,508,9,3,sqrt,0.8892821031344793,False
89,508,9,2,sqrt,0.890798786653185,False
90,508,8,2,sqrt,0.8928210313447927,False
91,498,8,2,sqrt,0.8933265925176946,False
92,508,8,2,sqrt,0.8928210313447927,False
93,498,8,2,sqrt,0.8933265925176946,False
94,508,8,2,sqrt,0.8928210313447927,False
95,498,8,2,sqrt,0.8933265925176946,False
96,508,8,2,sqrt,0.8928210313447927,False
97,498,8,2,sqrt,0.8933265925176946,False
98,706,5,3,sqrt,0.8902932254802831,True
99,706,5,3,log2,0.8756319514661274,False
100,706,5,3,sqrt,0.8902932254802831,False
101,716,5,3,sqrt,0.8902932254802831,False
102,706,5,3,sqrt,0.8902932254802831,False
103,716,5,3,sqrt,0.8902932254802831,False
104,706,5,3,sqrt,0.8902932254802831,False
105,716,5,3,sqrt,0.8902932254802831,False
106,706,5,3,sqrt,0.8902932254802831,False
107,716,5,3,sqrt,0.8902932254802831,False
108,706,5,3,sqrt,0.8902932254802831,False
109,716,5,3,sqrt,0.8902932254802831,False
110,186,7,6,log2,0.8675429726996967,True
111,186,7,7,log2,0.8710819009100101,False
112,186,7,7,sqrt,0.8872598584428716,False
113,196,7,7,sqrt,0.8882709807886754,False
114,206,7,7,sqrt,0.8882709807886754,False
115,216,7,7,sqrt,0.8892821031344793,False
116,216,8,7,sqrt,0.8892821031344793,False
117,216,9,7,sqrt,0.8892821031344793,False
118,216,10,7,sqrt,0.8892821031344793,False
119,216,9,7,sqrt,0.8892821031344793,False
120,216,10,7,sqrt,0.8892821031344793,False
121,216,9,7,sqrt,0.8892821031344793,False
122,154,9,1,sqrt,0.8862487360970678,True
123,154,10,1,sqrt,0.8918099089989889,False
124,144,10,1,sqrt,0.8918099089989889,False
125,154,10,1,sqrt,0.8918099089989889,False
126,144,10,1,sqrt,0.8918099089989889,False
127,154,10,1,sqrt,0.8918099089989889,False
128,144,10,1,sqrt,0.8918099089989889,False
129,154,10,1,sqrt,0.8918099089989889,False
130,144,10,1,sqrt,0.8918099089989889,False
131,154,10,1,sqrt,0.8918099089989889,False
132,144,10,1,sqrt,0.8918099089989889,False
133,990,2,7,log2,0.8695652173913043,True
134,990,2,6,log2,0.871587462082912,False
135,990,2,6,sqrt,0.8857431749241659,False
136,980,2,6,sqrt,0.8862487360970678,False
137,970,2,6,sqrt,0.8862487360970678,False
138,980,2,6,sqrt,0.8862487360970678,False
139,970,2,6,sqrt,0.8862487360970678,False
140,980,2,6,sqrt,0.8862487360970678,False
141,970,2,6,sqrt,0.8862487360970678,False
142,980,2,6,sqrt,0.8862487360970678,False
143,970,2,6,sqrt,0.8862487360970678,False
144,980,2,6,sqrt,0.8862487360970678,False
145,666,3,8,sqrt,0.8837209302325582,True
146,666,3,8,log2,0.8680485338725986,False
147,666,3,8,sqrt,0.8837209302325582,False
148,666,3,7,sqrt,0.8877654196157735,False
149,666,3,6,sqrt,0.8887765419615774,False
150,666,4,6,sqrt,0.8887765419615774,False
