,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,279,3,4,sqrt,0.8892821031344793
1,269,3,4,sqrt,0.8913043478260869
2,795,7,2,sqrt,0.8928210313447927
3,795,8,2,sqrt,0.8933265925176946
4,229,10,3,sqrt,0.8938321536905965
