,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,137,3,1,log2,0.8801820020222447
1,137,3,1,sqrt,0.8892821031344793
2,137,2,1,sqrt,0.8913043478260869
3,540,8,2,sqrt,0.8923154701718908
4,550,8,2,sqrt,0.8933265925176946
