,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,260,4,9,log2,0.8645096056622852
1,260,4,9,sqrt,0.8816986855409504
2,270,4,9,sqrt,0.8832153690596563
3,270,4,8,sqrt,0.884732052578362
4,270,4,7,sqrt,0.8892821031344793
5,280,4,7,sqrt,0.8897876643073812
6,620,5,1,sqrt,0.8948432760364005
