,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,586,2,1,log2,0.7783227464107829
1,586,2,1,sqrt,0.8028332325065537
2,596,2,1,sqrt,0.8040555433105577
3,438,5,1,sqrt,0.8048242388586557
4,438,4,1,sqrt,0.8052785810680548
5,572,5,1,sqrt,0.805819789721162
6,63,3,2,sqrt,0.8062586790275578
