,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,938,8,8,log2,0.8690596562184024
1,938,8,8,sqrt,0.8822042467138523
2,938,8,7,sqrt,0.8857431749241659
3,948,8,7,sqrt,0.8862487360970678
4,958,8,7,sqrt,0.8867542972699697
5,540,8,1,sqrt,0.8897876643073812
6,540,8,2,sqrt,0.8923154701718908
7,550,8,2,sqrt,0.8933265925176946
8,570,8,2,sqrt,0.8938321536905965
