,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,973,8,4,log2,0.7721264958990145
1,973,8,4,sqrt,0.7952633125683947
2,973,9,4,sqrt,0.7975485519723269
3,983,9,4,sqrt,0.7983132198073914
4,964,7,2,sqrt,0.8038287197566976
5,944,7,2,sqrt,0.8045986706376906
6,655,5,1,sqrt,0.8055944055944056
7,665,5,1,sqrt,0.805819789721162
8,685,5,1,sqrt,0.8065901719293085
