,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,452,9,1,sqrt,0.8923154701718908
1,472,9,1,sqrt,0.8928210313447927
2,482,10,1,sqrt,0.8933265925176946
3,310,4,1,sqrt,0.8938321536905965
4,310,5,1,sqrt,0.8943377148634984
