,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,452,9,1,sqrt,0.8923154701718908,False
1,462,9,1,sqrt,0.8923154701718908,False
2,472,9,1,sqrt,0.8928210313447927,False
3,482,9,1,sqrt,0.8928210313447927,False
4,482,10,1,sqrt,0.8933265925176946,False
5,492,10,1,sqrt,0.8928210313447927,False
6,482,10,1,sqrt,0.8933265925176946,False
7,492,10,1,sqrt,0.8928210313447927,False
8,482,10,1,sqrt,0.8933265925176946,False
9,492,10,1,sqrt,0.8928210313447927,False
10,482,10,1,sqrt,0.8933265925176946,False
11,524,5,1,sqrt,0.8918099089989889,True
12,534,5,1,sqrt,0.8933265925176946,False
13,544,5,1,sqrt,0.8933265925176946,False
14,534,5,1,sqrt,0.8933265925176946,False
15,544,5,1,sqrt,0.8933265925176946,False
16,534,5,1,sqrt,0.8933265925176946,False
17,544,5,1,sqrt,0.8933265925176946,False
18,534,5,1,sqrt,0.8933265925176946,False
19,544,5,1,sqrt,0.8933265925176946,False
20,534,5,1,sqrt,0.8933265925176946,False
21,544,5,1,sqrt,0.8933265925176946,False
22,226,2,1,log2,0.8791708796764408,True
23,226,2,2,log2,0.8756319514661274,False
24,226,2,2,sqrt,0.8892821031344793,False
25,226,2,1,sqrt,0.890798786653185,False
26,216,2,1,sqrt,0.8933265925176946,False
27,216,3,1,sqrt,0.8918099089989889,False
28,226,3,1,sqrt,0.8933265925176946,False
29,236,3,1,sqrt,0.8933265925176946,False
30,226,3,1,sqrt,0.8933265925176946,False
31,236,3,1,sqrt,0.8933265925176946,False
32,226,3,1,sqrt,0.8933265925176946,False
33,236,3,1,sqrt,0.8933265925176946,False
34,885,3,1,log2,0.8766430738119313,True
35,885,3,1,sqrt,0.8902932254802831,False
36,885,2,1,sqrt,0.8928210313447927,False
37,875,2,1,sqrt,0.8933265925176946,False
38,865,2,1,sqrt,0.8933265925176946,False
39,875,2,1,sqrt,0.8933265925176946,False
40,865,2,1,sqrt,0.8933265925176946,False
41,875,2,1,sqrt,0.8933265925176946,False
42,865,2,1,sqrt,0.8933265925176946,False
43,875,2,1,sqrt,0.8933265925176946,False
44,865,2,1,sqrt,0.8933265925176946,False
45,137,7,8,log2,0.8675429726996967,True
46,137,7,7,log2,0.8695652173913043,False
47,137,7,7,sqrt,0.8872598584428716,False
48,127,7,7,sqrt,0.8872598584428716,False
49,137,7,7,sqrt,0.8872598584428716,False
50,127,7,7,sqrt,0.8872598584428716,False
51,137,7,7,sqrt,0.8872598584428716,False
52,127,7,7,sqrt,0.8872598584428716,False
53,137,7,7,sqrt,0.8872598584428716,False
54,127,7,7,sqrt,0.8872598584428716,False
55,137,7,7,sqrt,0.8872598584428716,False
56,127,7,7,sqrt,0.8872598584428716,False
57,586,8,5,log2,0.872093023255814,True
58,586,8,4,log2,0.8736097067745198,False
59,586,8,4,sqrt,0.8892821031344793,False
60,576,8,4,sqrt,0.8892821031344793,False
61,576,8,3,sqrt,0.8897876643073812,False
62,576,8,2,sqrt,0.8923154701718908,False
63,586,8,2,sqrt,0.8933265925176946,False
64,596,8,2,sqrt,0.8928210313447927,False
65,606,8,2,sqrt,0.8933265925176946,False
66,616,8,2,sqrt,0.8933265925176946,False
67,606,8,2,sqrt,0.8933265925176946,False
68,616,8,2,sqrt,0.8933265925176946,False
69,996,5,5,sqrt,0.8832153690596563,True
70,996,5,5,log2,0.871587462082912,False
71,996,5,5,sqrt,0.8832153690596563,False
72,996,5,4,sqrt,0.8877654196157735,False
73,996,5,3,sqrt,0.890798786653185,False
74,986,5,3,sqrt,0.8918099089989889,False
75,986,6,3,sqrt,0.8918099089989889,False
76,986,5,3,sqrt,0.8918099089989889,False
77,986,6,3,sqrt,0.8918099089989889,False
78,986,5,3,sqrt,0.8918099089989889,False
79,986,6,3,sqrt,0.8918099089989889,False
80,986,5,3,sqrt,0.8918099089989889,False
81,986,6,3,sqrt,0.8918099089989889,False
82,634,6,8,sqrt,0.8837209302325582,True
83,634,6,7,sqrt,0.8857431749241659,False
84,634,6,6,sqrt,0.8882709807886754,False
85,624,6,6,sqrt,0.8887765419615774,False
86,624,7,6,sqrt,0.8887765419615774,False
87,624,8,6,sqrt,0.8887765419615774,False
88,624,9,6,sqrt,0.8887765419615774,False
89,624,10,6,sqrt,0.8887765419615774,False
90,624,9,6,sqrt,0.8887765419615774,False
91,624,10,6,sqrt,0.8887765419615774,False
92,624,9,6,sqrt,0.8887765419615774,False
93,404,6,7,log2,0.8675429726996967,True
94,414,6,7,log2,0.8675429726996967,False
95,414,6,7,sqrt,0.8872598584428716,False
96,414,6,6,sqrt,0.8882709807886754,False
97,414,6,5,sqrt,0.8892821031344793,False
98,414,6,4,sqrt,0.890798786653185,False
99,404,6,4,sqrt,0.8913043478260869,False
100,394,6,4,sqrt,0.8913043478260869,False
101,384,6,4,sqrt,0.8918099089989889,False
102,384,7,4,sqrt,0.8918099089989889,False
103,384,8,4,sqrt,0.8918099089989889,False
104,384,7,4,sqrt,0.8918099089989889,False
105,184,4,8,log2,0.8700707785642062,True
106,184,5,8,log2,0.8700707785642062,False
107,184,5,8,sqrt,0.884732052578362,False
108,184,5,7,sqrt,0.8867542972699697,False
109,194,5,7,sqrt,0.8887765419615774,False
110,204,5,7,sqrt,0.8887765419615774,False
111,194,5,7,sqrt,0.8887765419615774,False
112,204,5,7,sqrt,0.8887765419615774,False
113,194,5,7,sqrt,0.8887765419615774,False
