,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,122,10,8,sqrt,0.8816986855409504
1,122,10,7,sqrt,0.8877654196157735
2,112,10,7,sqrt,0.8882709807886754
3,518,3,1,sqrt,0.8887765419615774
4,518,2,1,sqrt,0.8928210313447927
5,528,2,1,sqrt,0.8933265925176946
6,221,4,1,sqrt,0.8938321536905965
7,663,5,1,sqrt,0.8943377148634984
