,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,788,7,2,log2,0.7750994728326921
1,788,7,2,sqrt,0.8030602410571215
2,798,8,2,sqrt,0.8040555433105577
3,905,7,2,sqrt,0.8048242388586557
4,895,7,2,sqrt,0.8055944055944056
5,743,5,1,sqrt,0.8065901719293085
