,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,300,5,4,log2,0.871587462082912
1,300,5,4,sqrt,0.8882709807886754
2,310,5,4,sqrt,0.8892821031344793
3,320,5,4,sqrt,0.890798786653185
4,930,2,3,sqrt,0.8913043478260869
5,950,2,3,sqrt,0.8918099089989889
6,809,8,2,sqrt,0.8928210313447927
7,799,8,2,sqrt,0.8933265925176946
