,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,778,7,8,log2,0.8670374115267947
1,778,7,8,sqrt,0.8842264914054601
2,778,7,7,sqrt,0.8867542972699697
3,257,3,2,sqrt,0.890798786653185
4,267,3,1,sqrt,0.8918099089989889
5,277,3,1,sqrt,0.8928210313447927
6,287,4,1,sqrt,0.8933265925176946
7,297,4,1,sqrt,0.8938321536905965
8,307,5,1,sqrt,0.8943377148634984
