,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,58,4,9,log2,0.7433255209660162
1,58,4,9,sqrt,0.7803565263785581
2,68,4,9,sqrt,0.7866087140555984
3,78,4,9,sqrt,0.7880705264718042
4,364,10,4,sqrt,0.7930409399854825
5,364,10,3,sqrt,0.8008423539285242
6,344,10,3,sqrt,0.8012981785247056
7,324,10,3,sqrt,0.8018377771998401
8,732,8,2,sqrt,0.8028332325065537
9,900,8,2,sqrt,0.8045986706376906
10,900,7,2,sqrt,0.8048242388586557
