,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,58,4,9,log2,0.7433255209660162,False
1,58,4,9,sqrt,0.7803565263785581,False
2,68,4,9,sqrt,0.7866087140555984,False
3,78,4,9,sqrt,0.7880705264718042,False
4,78,5,9,sqrt,0.7880705264718042,False
5,78,6,9,sqrt,0.7880705264718042,False
6,78,7,9,sqrt,0.7880705264718042,False
7,78,8,9,sqrt,0.7880705264718042,False
8,78,9,9,sqrt,0.7880705264718042,False
9,78,10,9,sqrt,0.7880705264718042,False
10,78,9,9,sqrt,0.7880705264718042,False
11,78,10,9,sqrt,0.7880705264718042,False
12,364,10,4,sqrt,0.7930409399854825,True
13,364,10,3,sqrt,0.8008423539285242,False
14,354,10,3,sqrt,0.7993081731738719,False
15,344,10,3,sqrt,0.8012981785247056,False
16,334,10,3,sqrt,0.8003031594444338,False
17,324,10,3,sqrt,0.8018377771998401,False
18,314,10,3,sqrt,0.8008423539285242,False
19,324,10,3,sqrt,0.8018377771998401,False
20,314,10,3,sqrt,0.8008423539285242,False
21,324,10,3,sqrt,0.8018377771998401,False
22,314,10,3,sqrt,0.8008423539285242,False
23,132,4,2,sqrt,0.8005328507515206,True
24,132,4,2,log2,0.7763408760222769,False
25,132,4,2,sqrt,0.8005328507515206,False
26,132,3,2,sqrt,0.8005328507515206,False
27,132,4,2,sqrt,0.8005328507515206,False
28,132,3,2,sqrt,0.8005328507515206,False
29,132,4,2,sqrt,0.8005328507515206,False
30,132,3,2,sqrt,0.8005328507515206,False
31,132,4,2,sqrt,0.8005328507515206,False
32,132,3,2,sqrt,0.8005328507515206,False
33,132,4,2,sqrt,0.8005328507515206,False
34,132,3,2,sqrt,0.8005328507515206,False
35,427,9,9,sqrt,0.7865550062285893,True
36,427,9,9,log2,0.7573001623344873,False
37,427,9,9,sqrt,0.7865550062285893,False
38,427,9,8,sqrt,0.7880247176646069,False
39,427,9,7,sqrt,0.791523158282161,False
40,427,9,6,sqrt,0.7952633125683947,False
41,427,9,5,sqrt,0.7970891077545936,False
42,437,9,5,sqrt,0.7970891077545936,False
43,427,9,5,sqrt,0.7970891077545936,False
44,437,9,5,sqrt,0.7970891077545936,False
45,427,9,5,sqrt,0.7970891077545936,False
46,437,9,5,sqrt,0.7970891077545936,False
47,427,9,5,sqrt,0.7970891077545936,False
48,437,9,5,sqrt,0.7970891077545936,False
49,427,9,5,sqrt,0.7970891077545936,False
50,550,7,8,sqrt,0.7877861276836904,True
51,550,7,8,log2,0.7607463474740362,False
52,550,7,8,sqrt,0.7877861276836904,False
53,550,7,7,sqrt,0.7902935028402248,False
54,550,7,6,sqrt,0.7952633125683947,False
55,540,7,6,sqrt,0.7952633125683947,False
56,550,7,6,sqrt,0.7952633125683947,False
57,540,7,6,sqrt,0.7952633125683947,False
58,550,7,6,sqrt,0.7952633125683947,False
59,540,7,6,sqrt,0.7952633125683947,False
60,550,7,6,sqrt,0.7952633125683947,False
61,540,7,6,sqrt,0.7952633125683947,False
62,550,7,6,sqrt,0.7952633125683947,False
63,576,4,7,sqrt,0.7905294569314533,True
64,576,4,7,log2,0.7575583960271571,False
65,576,4,7,sqrt,0.7905294569314533,False
66,576,4,6,sqrt,0.7952633125683947,False
67,586,4,6,sqrt,0.7952633125683947,False
68,576,4,6,sqrt,0.7952633125683947,False
69,586,4,6,sqrt,0.7952633125683947,False
70,576,4,6,sqrt,0.7952633125683947,False
71,586,4,6,sqrt,0.7952633125683947,False
72,576,4,6,sqrt,0.7952633125683947,False
73,586,4,6,sqrt,0.7952633125683947,False
74,576,4,6,sqrt,0.7952633125683947,False
75,817,9,5,sqrt,0.7885421604357861,True
76,817,9,5,log2,0.7654435109561364,False
77,817,9,5,sqrt,0.7885421604357861,False
78,817,9,4,sqrt,0.7993081731738719,False
79,807,9,4,sqrt,0.7993081731738719,False
80,817,9,4,sqrt,0.7993081731738719,False
81,807,9,4,sqrt,0.7993081731738719,False
82,817,9,4,sqrt,0.7993081731738719,False
83,807,9,4,sqrt,0.7993081731738719,False
84,817,9,4,sqrt,0.7993081731738719,False
85,807,9,4,sqrt,0.7993081731738719,False
86,817,9,4,sqrt,0.7993081731738719,False
87,807,9,4,sqrt,0.7993081731738719,False
88,781,5,9,sqrt,0.7873120370334291,True
89,781,5,9,log2,0.7543320230361233,False
90,781,5,9,sqrt,0.7873120370334291,False
91,781,5,8,sqrt,0.7875485654948722,False
92,781,5,7,sqrt,0.7925168948994047,False
93,791,5,7,sqrt,0.7925168948994047,False
94,781,5,7,sqrt,0.7925168948994047,False
95,791,5,7,sqrt,0.7925168948994047,False
96,781,5,7,sqrt,0.7925168948994047,False
97,791,5,7,sqrt,0.7925168948994047,False
98,781,5,7,sqrt,0.7925168948994047,False
99,791,5,7,sqrt,0.7925168948994047,False
100,781,5,7,sqrt,0.7925168948994047,False
101,184,5,6,sqrt,0.791523158282161,True
102,174,5,6,sqrt,0.7927535000154526,False
103,174,5,5,sqrt,0.7942692810862279,False
104,174,6,5,sqrt,0.7942692810862279,False
105,174,7,5,sqrt,0.7942692810862279,False
106,174,8,5,sqrt,0.7942692810862279,False
107,174,9,5,sqrt,0.7942692810862279,False
108,174,10,5,sqrt,0.7942692810862279,False
109,174,9,5,sqrt,0.7942692810862279,False
110,174,10,5,sqrt,0.7942692810862279,False
111,174,9,5,sqrt,0.7942692810862279,False
112,732,7,3,log2,0.7718924807615045,True
113,732,8,3,log2,0.7760909763313609,False
114,732,8,3,sqrt,0.794796425757217,False
115,732,8,2,sqrt,0.8028332325065537,False
116,742,8,2,sqrt,0.8020649710400403,False
117,752,8,2,sqrt,0.8028332325065537,False
118,752,7,2,sqrt,0.8022932303206771,False
119,752,8,2,sqrt,0.8028332325065537,False
120,752,7,2,sqrt,0.8022932303206771,False
121,752,8,2,sqrt,0.8028332325065537,False
122,752,7,2,sqrt,0.8022932303206771,False
123,752,8,2,sqrt,0.8028332325065537,False
124,752,7,2,sqrt,0.8022932303206771,False
125,900,8,5,sqrt,0.7883058237309251,True
126,900,8,4,sqrt,0.7960236025421694,False
127,900,9,4,sqrt,0.7983132198073914,False
128,900,9,3,sqrt,0.7980122152857188,False
129,900,9,2,sqrt,0.8005328507515206,False
130,900,8,2,sqrt,0.8045986706376906,False
131,900,7,2,sqrt,0.8048242388586557,False
132,890,7,2,sqrt,0.8048242388586557,False
133,900,7,2,sqrt,0.8048242388586557,False
134,890,7,2,sqrt,0.8048242388586557,False
135,900,7,2,sqrt,0.8048242388586557,False
136,890,7,2,sqrt,0.8048242388586557,False
137,900,7,2,sqrt,0.8048242388586557,False
138,890,7,2,sqrt,0.8048242388586557,False
139,235,3,6,log2,0.7619916844133455,True
140,235,3,5,log2,0.7689031382368773,False
141,235,3,5,sqrt,0.7930409399854825,False
142,235,3,4,sqrt,0.7980842151932702,False
143,245,3,4,sqrt,0.7993081731738719,False
144,245,4,4,sqrt,0.7993081731738719,False
145,245,5,4,sqrt,0.7993081731738719,False
146,245,6,4,sqrt,0.7993081731738719,False
147,245,7,4,sqrt,0.7993081731738719,False
148,245,8,4,sqrt,0.7993081731738719,False
149,245,7,4,sqrt,0.7993081731738719,False
150,245,8,4,sqrt,0.7993081731738719,False
151,245,7,4,sqrt,0.7993081731738719,False
152,963,2,9,sqrt,0.7865550062285893,True
153,963,2,9,log2,0.7548506791927845,False
154,963,2,9,sqrt,0.7865550062285893,False
155,973,2,9,sqrt,0.7865550062285893,False
156,983,2,9,sqrt,0.7865550062285893,False
157,993,2,9,sqrt,0.7873120370334291,False
158,993,3,9,sqrt,0.7873120370334291,False
159,993,4,9,sqrt,0.7873120370334291,False
160,993,5,9,sqrt,0.7873120370334291,False
161,993,6,9,sqrt,0.7873120370334291,False
162,993,7,9,sqrt,0.7873120370334291,False
163,993,8,9,sqrt,0.7873120370334291,False
164,808,10,5,sqrt,0.7892996457003737,True
165,808,10,5,log2,0.7671723495042632,False
166,808,10,5,sqrt,0.7892996457003737,False
167,808,10,4,sqrt,0.7963234121659725,False
168,808,9,4,sqrt,0.7993081731738719,False
169,808,9,3,sqrt,0.7987744046030881,False
170,808,9,4,sqrt,0.7993081731738719,False
171,808,9,3,sqrt,0.7987744046030881,False
172,808,9,4,sqrt,0.7993081731738719,False
173,808,9,3,sqrt,0.7987744046030881,False
174,808,9,4,sqrt,0.7993081731738719,False
175,808,9,3,sqrt,0.7987744046030881,False
176,808,9,4,sqrt,0.7993081731738719,False
177,777,2,7,sqrt,0.7925168948994047,True
178,777,2,7,log2,0.7575583960271571,False
179,777,2,7,sqrt,0.7925168948994047,False
180,787,2,7,sqrt,0.7925168948994047,False
181,777,2,7,sqrt,0.7925168948994047,False
182,787,2,7,sqrt,0.7925168948994047,False
183,777,2,7,sqrt,0.7925168948994047,False
184,787,2,7,sqrt,0.7925168948994047,False
185,777,2,7,sqrt,0.7925168948994047,False
186,787,2,7,sqrt,0.7925168948994047,False
187,777,2,7,sqrt,0.7925168948994047,False
188,787,2,7,sqrt,0.7925168948994047,False
189,504,5,4,sqrt,0.7955591862425886,True
190,504,5,4,log2,0.7679316549552484,False
191,504,5,4,sqrt,0.7955591862425886,False
192,504,5,3,sqrt,0.7985432849698778,False
193,494,5,3,sqrt,0.7993081731738719,False
194,484,5,3,sqrt,0.7993081731738719,False
195,474,5,3,sqrt,0.8000745280858316,False
196,464,5,3,sqrt,0.8010697333519475,False
197,464,6,3,sqrt,0.8010697333519475,False
198,464,6,2,sqrt,0.8020649710400403,False
199,464,7,2,sqrt,0.8030602410571215,False
