,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,54,9,5,log2,0.8665318503538928
1,54,9,5,sqrt,0.8882709807886754
2,579,6,4,sqrt,0.8887765419615774
3,579,6,3,sqrt,0.890798786653185
4,569,6,3,sqrt,0.8913043478260869
5,901,4,1,sqrt,0.8918099089989889
6,901,5,1,sqrt,0.8928210313447927
7,957,7,2,sqrt,0.8938321536905965
