,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,54,9,5,log2,0.8665318503538928,False
1,54,9,5,sqrt,0.8882709807886754,False
2,54,10,5,sqrt,0.8882709807886754,False
3,54,9,5,sqrt,0.8882709807886754,False
4,54,10,5,sqrt,0.8882709807886754,False
5,54,9,5,sqrt,0.8882709807886754,False
6,54,10,5,sqrt,0.8882709807886754,False
7,54,9,5,sqrt,0.8882709807886754,False
8,54,10,5,sqrt,0.8882709807886754,False
9,54,9,5,sqrt,0.8882709807886754,False
10,54,10,5,sqrt,0.8882709807886754,False
11,579,6,4,sqrt,0.8887765419615774,True
12,579,6,3,sqrt,0.890798786653185,False
13,569,6,3,sqrt,0.8913043478260869,False
14,569,5,3,sqrt,0.8913043478260869,False
15,569,6,3,sqrt,0.8913043478260869,False
16,569,5,3,sqrt,0.8913043478260869,False
17,569,6,3,sqrt,0.8913043478260869,False
18,569,5,3,sqrt,0.8913043478260869,False
19,569,6,3,sqrt,0.8913043478260869,False
20,569,5,3,sqrt,0.8913043478260869,False
21,569,6,3,sqrt,0.8913043478260869,False
22,628,7,6,sqrt,0.8887765419615774,True
23,628,7,6,log2,0.8695652173913043,False
24,628,7,6,sqrt,0.8887765419615774,False
25,638,7,6,sqrt,0.8887765419615774,False
26,628,7,6,sqrt,0.8887765419615774,False
27,638,7,6,sqrt,0.8887765419615774,False
28,628,7,6,sqrt,0.8887765419615774,False
29,638,7,6,sqrt,0.8887765419615774,False
30,628,7,6,sqrt,0.8887765419615774,False
31,638,7,6,sqrt,0.8887765419615774,False
32,628,7,6,sqrt,0.8887765419615774,False
33,638,7,6,sqrt,0.8887765419615774,False
34,911,4,2,log2,0.8791708796764408,True
35,901,4,2,log2,0.8796764408493428,False
36,901,4,2,sqrt,0.890798786653185,False
37,901,4,1,sqrt,0.8918099089989889,False
38,901,5,1,sqrt,0.8928210313447927,False
39,911,5,1,sqrt,0.8928210313447927,False
40,901,5,1,sqrt,0.8928210313447927,False
41,911,5,1,sqrt,0.8928210313447927,False
42,901,5,1,sqrt,0.8928210313447927,False
43,911,5,1,sqrt,0.8928210313447927,False
44,901,5,1,sqrt,0.8928210313447927,False
45,911,5,1,sqrt,0.8928210313447927,False
46,776,8,5,log2,0.872093023255814,True
47,776,8,4,log2,0.8746208291203236,False
48,776,8,4,sqrt,0.8877654196157735,False
49,776,9,4,sqrt,0.8902932254802831,False
