,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,183,7,8,sqrt,0.7883058237309251,False
1,183,7,7,sqrt,0.7932752842725141,False
2,193,7,7,sqrt,0.7967853476163725,False
3,203,7,7,sqrt,0.7967853476163725,False
4,193,7,7,sqrt,0.7967853476163725,False
5,203,7,7,sqrt,0.7967853476163725,False
6,193,7,7,sqrt,0.7967853476163725,False
7,203,7,7,sqrt,0.7967853476163725,False
8,193,7,7,sqrt,0.7967853476163725,False
9,203,7,7,sqrt,0.7967853476163725,False
10,193,7,7,sqrt,0.7967853476163725,False
11,126,8,6,sqrt,0.7895357909487192,True
12,126,8,6,log2,0.756310738533583,False
13,126,8,6,sqrt,0.7895357909487192,False
14,126,8,7,sqrt,0.7928076398044547,False
15,126,9,7,sqrt,0.7928076398044547,False
16,126,10,7,sqrt,0.7928076398044547,False
17,126,9,7,sqrt,0.7928076398044547,False
18,126,10,7,sqrt,0.7928076398044547,False
19,126,9,7,sqrt,0.7928076398044547,False
20,126,10,7,sqrt,0.7928076398044547,False
21,126,9,7,sqrt,0.7928076398044547,False
22,126,10,7,sqrt,0.7928076398044547,False
23,994,9,3,sqrt,0.7952633125683947,True
24,994,9,2,sqrt,0.8007635959444699,False
25,984,9,2,sqrt,0.8007635959444699,False
26,984,8,2,sqrt,0.8012981785247056,False
27,984,7,2,sqrt,0.8030602410571215,False
28,994,7,2,sqrt,0.8028332325065537,False
29,984,7,2,sqrt,0.8030602410571215,False
30,994,7,2,sqrt,0.8028332325065537,False
31,984,7,2,sqrt,0.8030602410571215,False
32,994,7,2,sqrt,0.8028332325065537,False
33,984,7,2,sqrt,0.8030602410571215,False
34,753,2,4,log2,0.7708852382435378,True
35,753,2,3,log2,0.7755928282244071,False
36,753,2,3,sqrt,0.7985432849698778,False
37,753,2,2,sqrt,0.8000745280858316,False
38,753,2,1,sqrt,0.8040555433105577,False
39,763,2,1,sqrt,0.8040555433105577,False
40,753,2,1,sqrt,0.8040555433105577,False
41,763,2,1,sqrt,0.8040555433105577,False
42,753,2,1,sqrt,0.8040555433105577,False
43,763,2,1,sqrt,0.8040555433105577,False
44,753,2,1,sqrt,0.8040555433105577,False
45,763,2,1,sqrt,0.8040555433105577,False
46,753,2,1,sqrt,0.8040555433105577,False
47,990,5,2,sqrt,0.7987744046030881,True
48,990,5,2,log2,0.7788152486324442,False
49,990,5,2,sqrt,0.7987744046030881,False
50,990,5,3,sqrt,0.8008423539285242,False
51,980,5,3,sqrt,0.8008423539285242,False
52,990,5,3,sqrt,0.8008423539285242,False
53,980,5,3,sqrt,0.8008423539285242,False
54,990,5,3,sqrt,0.8008423539285242,False
55,980,5,3,sqrt,0.8008423539285242,False
56,990,5,3,sqrt,0.8008423539285242,False
57,980,5,3,sqrt,0.8008423539285242,False
58,990,5,3,sqrt,0.8008423539285242,False
59,656,4,5,log2,0.7647067992035319,True
60,656,4,4,log2,0.7684150244820653,False
61,656,4,4,sqrt,0.794796425757217,False
62,656,4,3,sqrt,0.8003031594444338,False
63,656,5,3,sqrt,0.8003031594444338,False
64,656,6,3,sqrt,0.8003031594444338,False
65,656,5,3,sqrt,0.8003031594444338,False
66,656,6,3,sqrt,0.8003031594444338,False
67,656,5,3,sqrt,0.8003031594444338,False
68,656,6,3,sqrt,0.8003031594444338,False
69,656,5,3,sqrt,0.8003031594444338,False
70,656,6,3,sqrt,0.8003031594444338,False
71,656,5,3,sqrt,0.8003031594444338,False
72,814,2,1,log2,0.7765921794165572,True
73,804,2,1,log2,0.777582895891381,False
74,804,2,1,sqrt,0.8032883147386964,False
75,794,2,1,sqrt,0.8032883147386964,False
76,804,2,1,sqrt,0.8032883147386964,False
77,794,2,1,sqrt,0.8032883147386964,False
78,804,2,1,sqrt,0.8032883147386964,False
79,794,2,1,sqrt,0.8032883147386964,False
80,804,2,1,sqrt,0.8032883147386964,False
81,794,2,1,sqrt,0.8032883147386964,False
82,804,2,1,sqrt,0.8032883147386964,False
83,794,2,1,sqrt,0.8032883147386964,False
84,981,5,7,sqrt,0.7907664439817,True
85,981,5,7,log2,0.7617363966048176,False
86,981,5,7,sqrt,0.7907664439817,False
87,981,5,6,sqrt,0.791523158282161,False
88,971,5,6,sqrt,0.791523158282161,False
89,981,5,6,sqrt,0.791523158282161,False
90,971,5,6,sqrt,0.791523158282161,False
91,981,5,6,sqrt,0.791523158282161,False
92,971,5,6,sqrt,0.791523158282161,False
93,981,5,6,sqrt,0.791523158282161,False
94,971,5,6,sqrt,0.791523158282161,False
95,981,5,6,sqrt,0.791523158282161,False
96,84,8,7,sqrt,0.7910526704702345,True
97,84,8,7,log2,0.7632376218755712,False
98,84,8,7,sqrt,0.7910526704702345,False
99,94,8,7,sqrt,0.7912873950493167,False
100,104,8,7,sqrt,0.793802015743626,False
101,114,8,7,sqrt,0.793802015743626,False
102,104,8,7,sqrt,0.793802015743626,False
103,114,8,7,sqrt,0.793802015743626,False
104,104,8,7,sqrt,0.793802015743626,False
105,114,8,7,sqrt,0.793802015743626,False
106,104,8,7,sqrt,0.793802015743626,False
107,114,8,7,sqrt,0.793802015743626,False
108,498,3,8,log2,0.7587663775568193,True
109,498,4,8,log2,0.7587663775568193,False
110,498,4,8,sqrt,0.7887795306125615,False
111,498,4,7,sqrt,0.7912873950493167,False
112,498,4,6,sqrt,0.7952633125683947,False
113,498,4,5,sqrt,0.7966339315023526,False
114,498,4,4,sqrt,0.7970891077545936,False
115,498,4,3,sqrt,0.7993081731738719,False
116,488,4,3,sqrt,0.7993081731738719,False
117,498,4,3,sqrt,0.7993081731738719,False
118,488,4,3,sqrt,0.7993081731738719,False
119,498,4,3,sqrt,0.7993081731738719,False
120,488,4,3,sqrt,0.7993081731738719,False
121,498,4,3,sqrt,0.7993081731738719,False
122,221,5,7,sqrt,0.7970178918753794,True
123,221,5,7,log2,0.7602686964186811,False
124,221,5,7,sqrt,0.7970178918753794,False
125,221,6,7,sqrt,0.7970178918753794,False
126,221,7,7,sqrt,0.7970178918753794,False
127,221,8,7,sqrt,0.7970178918753794,False
128,221,9,7,sqrt,0.7970178918753794,False
129,221,10,7,sqrt,0.7970178918753794,False
130,221,9,7,sqrt,0.7970178918753794,False
131,221,10,7,sqrt,0.7970178918753794,False
132,221,9,7,sqrt,0.7970178918753794,False
133,221,10,7,sqrt,0.7970178918753794,False
134,585,10,8,log2,0.7590222769856637,True
