,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,744,4,8,sqrt,0.7860384052542301
1,744,4,7,sqrt,0.791523158282161
2,734,4,7,sqrt,0.7932752842725141
3,978,5,4,sqrt,0.7952633125683947
4,978,5,3,sqrt,0.8008423539285242
5,222,9,3,sqrt,0.8010697333519475
6,222,10,3,sqrt,0.8040555433105577
