,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,602,10,8,sqrt,0.7877861276836904,False
1,602,10,7,sqrt,0.7897729694128587,False
2,602,10,6,sqrt,0.7950293473839181,False
3,612,10,6,sqrt,0.7950293473839181,False
4,622,10,6,sqrt,0.7960236025421694,False
5,632,10,6,sqrt,0.7960236025421694,False
6,622,10,6,sqrt,0.7960236025421694,False
7,632,10,6,sqrt,0.7960236025421694,False
8,622,10,6,sqrt,0.7960236025421694,False
9,632,10,6,sqrt,0.7960236025421694,False
10,622,10,6,sqrt,0.7960236025421694,False
11,632,10,6,sqrt,0.7960236025421694,False
12,865,6,9,log2,0.756310738533583,True
13,865,6,8,log2,0.7595016162947619,False
14,865,6,8,sqrt,0.7857994298537299,False
15,865,6,7,sqrt,0.7905294569314533,False
16,855,6,7,sqrt,0.7925168948994047,False
17,845,6,7,sqrt,0.7925168948994047,False
18,855,6,7,sqrt,0.7925168948994047,False
19,845,6,7,sqrt,0.7925168948994047,False
20,855,6,7,sqrt,0.7925168948994047,False
21,845,6,7,sqrt,0.7925168948994047,False
22,855,6,7,sqrt,0.7925168948994047,False
23,845,6,7,sqrt,0.7925168948994047,False
24,855,6,7,sqrt,0.7925168948994047,False
25,968,8,2,sqrt,0.8003031594444338,True
26,968,7,2,sqrt,0.8038287197566976,False
27,958,7,2,sqrt,0.8038287197566976,False
28,948,7,2,sqrt,0.8045986706376906,False
29,938,7,2,sqrt,0.8055944055944056,False
30,948,7,2,sqrt,0.8045986706376906,False
31,938,7,2,sqrt,0.8055944055944056,False
32,948,7,2,sqrt,0.8045986706376906,False
33,938,7,2,sqrt,0.8055944055944056,False
34,948,7,2,sqrt,0.8045986706376906,False
35,938,7,2,sqrt,0.8055944055944056,False
36,248,3,4,sqrt,0.7993081731738719,True
37,248,3,4,log2,0.7654737229529474,False
38,248,3,4,sqrt,0.7993081731738719,False
39,248,4,4,sqrt,0.7993081731738719,False
40,248,5,4,sqrt,0.7993081731738719,False
41,248,6,4,sqrt,0.7993081731738719,False
42,248,7,4,sqrt,0.7993081731738719,False
43,248,8,4,sqrt,0.7993081731738719,False
44,248,7,4,sqrt,0.7993081731738719,False
45,248,8,4,sqrt,0.7993081731738719,False
46,248,7,4,sqrt,0.7993081731738719,False
47,248,8,4,sqrt,0.7993081731738719,False
48,293,3,9,sqrt,0.7860826051615526,True
49,293,3,9,log2,0.7590222769856637,False
50,293,3,9,sqrt,0.7860826051615526,False
51,303,3,9,sqrt,0.786842105263158,False
52,313,3,9,sqrt,0.7895918981445297,False
53,313,4,9,sqrt,0.7895918981445297,False
54,313,5,9,sqrt,0.7895918981445297,False
55,313,6,9,sqrt,0.7895918981445297,False
56,313,7,9,sqrt,0.7895918981445297,False
57,313,8,9,sqrt,0.7895918981445297,False
58,313,9,9,sqrt,0.7895918981445297,False
59,313,10,9,sqrt,0.7895918981445297,False
60,855,4,5,sqrt,0.7875485654948722,True
61,855,4,5,log2,0.7664339738069539,False
