,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,563,2,9,sqrt,0.8852376137512639
1,553,2,9,sqrt,0.8857431749241659
2,698,7,2,sqrt,0.8918099089989889
3,688,7,2,sqrt,0.8923154701718908
4,800,7,2,sqrt,0.8928210313447927
5,800,8,2,sqrt,0.8938321536905965
6,619,5,1,sqrt,0.8943377148634984
7,741,5,1,sqrt,0.8948432760364005
