,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,343,8,6,sqrt,0.7940351264988289,False
1,353,8,6,sqrt,0.7950293473839181,False
2,363,8,6,sqrt,0.7962573786197732,False
3,363,9,6,sqrt,0.7962573786197732,False
4,363,10,6,sqrt,0.7962573786197732,False
5,363,9,6,sqrt,0.7962573786197732,False
6,363,10,6,sqrt,0.7962573786197732,False
7,363,9,6,sqrt,0.7962573786197732,False
8,363,10,6,sqrt,0.7962573786197732,False
9,363,9,6,sqrt,0.7962573786197732,False
10,363,10,6,sqrt,0.7962573786197732,False
11,319,7,3,log2,0.7664633343912804,True
12,319,8,3,log2,0.7803043791269614,False
13,319,8,3,sqrt,0.7967853476163725,False
14,319,8,4,sqrt,0.7980842151932702,False
15,319,7,4,sqrt,0.7980842151932702,False
16,319,8,4,sqrt,0.7980842151932702,False
17,319,7,4,sqrt,0.7980842151932702,False
18,319,8,4,sqrt,0.7980842151932702,False
19,319,7,4,sqrt,0.7980842151932702,False
20,319,8,4,sqrt,0.7980842151932702,False
21,319,7,4,sqrt,0.7980842151932702,False
22,319,8,4,sqrt,0.7980842151932702,False
23,213,2,2,log2,0.7750994728326921,True
24,213,2,2,sqrt,0.7990793553350377,False
25,213,2,1,sqrt,0.7995380512614085,False
26,203,2,1,sqrt,0.8008423539285242,False
27,193,2,1,sqrt,0.8013866104515007,False
28,183,2,1,sqrt,0.8026072952201855,False
29,193,2,1,sqrt,0.8013866104515007,False
30,183,2,1,sqrt,0.8026072952201855,False
31,193,2,1,sqrt,0.8013866104515007,False
32,183,2,1,sqrt,0.8026072952201855,False
33,193,2,1,sqrt,0.8013866104515007,False
34,469,4,7,log2,0.7585476586085044,True
35,469,4,6,log2,0.7647067992035319,False
36,469,4,6,sqrt,0.7975485519723269,False
37,469,4,5,sqrt,0.7986249249178973,False
38,469,5,5,sqrt,0.7986249249178973,False
39,469,6,5,sqrt,0.7986249249178973,False
40,469,7,5,sqrt,0.7986249249178973,False
41,469,8,5,sqrt,0.7986249249178973,False
42,469,9,5,sqrt,0.7986249249178973,False
43,469,10,5,sqrt,0.7986249249178973,False
44,469,9,5,sqrt,0.7986249249178973,False
45,469,10,5,sqrt,0.7986249249178973,False
46,489,5,4,log2,0.7689217984231835,True
47,489,5,3,log2,0.774108440036418,False
48,489,5,3,sqrt,0.8000745280858316,False
49,489,6,3,sqrt,0.8000745280858316,False
50,489,5,3,sqrt,0.8000745280858316,False
51,489,6,3,sqrt,0.8000745280858316,False
52,489,5,3,sqrt,0.8000745280858316,False
53,489,6,3,sqrt,0.8000745280858316,False
54,489,5,3,sqrt,0.8000745280858316,False
55,489,6,3,sqrt,0.8000745280858316,False
56,489,5,3,sqrt,0.8000745280858316,False
57,489,6,3,sqrt,0.8000745280858316,False
58,581,9,3,log2,0.774108440036418,True
59,581,9,2,log2,0.7847764385616897,False
60,581,9,2,sqrt,0.8015276833451803,False
61,581,8,2,sqrt,0.8032883147386964,False
62,571,8,2,sqrt,0.805819789721162,False
63,581,8,2,sqrt,0.8032883147386964,False
64,571,8,2,sqrt,0.805819789721162,False
65,581,8,2,sqrt,0.8032883147386964,False
66,571,8,2,sqrt,0.805819789721162,False
67,581,8,2,sqrt,0.8032883147386964,False
68,571,8,2,sqrt,0.805819789721162,False
69,581,8,2,sqrt,0.8032883147386964,False
70,663,3,5,sqrt,0.7890645396344197,True
71,663,3,5,log2,0.7669212011317273,False
72,663,3,5,sqrt,0.7890645396344197,False
73,663,3,6,sqrt,0.7957908697473126,False
74,663,4,6,sqrt,0.7957908697473126,False
75,663,5,6,sqrt,0.7957908697473126,False
76,663,6,6,sqrt,0.7957908697473126,False
77,663,7,6,sqrt,0.7957908697473126,False
78,663,8,6,sqrt,0.7957908697473126,False
79,663,9,6,sqrt,0.7957908697473126,False
80,663,10,6,sqrt,0.7957908697473126,False
81,663,9,6,sqrt,0.7957908697473126,False
82,663,10,6,sqrt,0.7957908697473126,False
83,350,10,3,log2,0.7693960374738407,True
84,350,10,3,sqrt,0.8003031594444338,False
85,340,10,3,sqrt,0.8012981785247056,False
86,350,10,3,sqrt,0.8003031594444338,False
87,340,10,3,sqrt,0.8012981785247056,False
88,350,10,3,sqrt,0.8003031594444338,False
89,340,10,3,sqrt,0.8012981785247056,False
90,350,10,3,sqrt,0.8003031594444338,False
91,340,10,3,sqrt,0.8012981785247056,False
92,350,10,3,sqrt,0.8003031594444338,False
93,340,10,3,sqrt,0.8012981785247056,False
94,649,2,2,sqrt,0.7983132198073914,True
95,649,2,2,log2,0.7758411948162641,False
96,649,2,2,sqrt,0.7983132198073914,False
97,649,2,1,sqrt,0.8025225489477158,False
98,639,2,1,sqrt,0.8025225489477158,False
99,629,2,1,sqrt,0.8032883147386964,False
100,619,2,1,sqrt,0.8040555433105577,False
101,629,2,1,sqrt,0.8032883147386964,False
102,619,2,1,sqrt,0.8040555433105577,False
103,629,2,1,sqrt,0.8032883147386964,False
104,619,2,1,sqrt,0.8040555433105577,False
105,629,2,1,sqrt,0.8032883147386964,False
106,659,10,7,log2,0.7585476586085044,True
107,659,10,6,log2,0.7629815729076151,False
108,659,10,6,sqrt,0.7950293473839181,False
109,669,10,6,sqrt,0.7950293473839181,False
110,679,10,6,sqrt,0.7950293473839181,False
111,669,10,6,sqrt,0.7950293473839181,False
112,679,10,6,sqrt,0.7950293473839181,False
113,669,10,6,sqrt,0.7950293473839181,False
114,679,10,6,sqrt,0.7950293473839181,False
115,669,10,6,sqrt,0.7950293473839181,False
116,679,10,6,sqrt,0.7950293473839181,False
117,669,10,6,sqrt,0.7950293473839181,False
118,958,10,1,log2,0.7775758867171609,True
119,958,9,1,log2,0.779066923892074,False
120,958,9,1,sqrt,0.8012981785247056,False
121,948,9,1,sqrt,0.8012981785247056,False
122,958,9,1,sqrt,0.8012981785247056,False
123,948,9,1,sqrt,0.8012981785247056,False
124,958,9,1,sqrt,0.8012981785247056,False
125,948,9,1,sqrt,0.8012981785247056,False
126,958,9,1,sqrt,0.8012981785247056,False
127,948,9,1,sqrt,0.8012981785247056,False
128,958,9,1,sqrt,0.8012981785247056,False
129,948,9,1,sqrt,0.8012981785247056,False
130,953,7,8,log2,0.7597563410833288,True
131,953,7,7,log2,0.7610018388453145,False
132,953,7,7,sqrt,0.791523158282161,False
133,963,7,7,sqrt,0.791523158282161,False
134,953,7,7,sqrt,0.791523158282161,False
135,963,7,7,sqrt,0.791523158282161,False
136,953,7,7,sqrt,0.791523158282161,False
137,963,7,7,sqrt,0.791523158282161,False
138,953,7,7,sqrt,0.791523158282161,False
139,963,7,7,sqrt,0.791523158282161,False
140,953,7,7,sqrt,0.791523158282161,False
141,963,7,7,sqrt,0.791523158282161,False
142,136,7,2,sqrt,0.794796425757217,True
143,136,7,1,sqrt,0.8000009639483324,False
144,136,8,1,sqrt,0.7992397832024253,False
145,136,7,1,sqrt,0.8000009639483324,False
146,136,8,1,sqrt,0.7992397832024253,False
147,136,7,1,sqrt,0.8000009639483324,False
148,136,8,1,sqrt,0.7992397832024253,False
149,136,7,1,sqrt,0.8000009639483324,False
150,136,8,1,sqrt,0.7992397832024253,False
151,136,7,1,sqrt,0.8000009639483324,False
152,136,8,1,sqrt,0.7992397832024253,False
153,302,4,8,log2,0.7551114335416129,True
154,302,4,7,log2,0.7602686964186811,False
155,302,4,7,sqrt,0.7957908697473126,False
156,312,4,7,sqrt,0.79655385236452,False
157,312,5,7,sqrt,0.79655385236452,False
158,312,6,7,sqrt,0.79655385236452,False
159,312,7,7,sqrt,0.79655385236452,False
160,312,8,7,sqrt,0.79655385236452,False
161,312,9,7,sqrt,0.79655385236452,False
162,312,10,7,sqrt,0.79655385236452,False
163,312,9,7,sqrt,0.79655385236452,False
164,312,10,7,sqrt,0.79655385236452,False
165,404,7,5,log2,0.767912149262705,True
166,404,7,4,log2,0.7691766334504986,False
167,404,7,4,sqrt,0.7998469627849273,False
168,394,7,4,sqrt,0.8000745280858316,False
169,384,7,4,sqrt,0.8008423539285242,False
170,384,8,4,sqrt,0.8008423539285242,False
171,384,7,4,sqrt,0.8008423539285242,False
172,384,8,4,sqrt,0.8008423539285242,False
173,384,7,4,sqrt,0.8008423539285242,False
174,384,8,4,sqrt,0.8008423539285242,False
175,384,7,4,sqrt,0.8008423539285242,False
176,384,8,4,sqrt,0.8008423539285242,False
177,940,7,9,log2,0.7538618005437228,True
178,940,6,9,log2,0.7538618005437228,False
179,940,6,9,sqrt,0.7865550062285893,False
180,950,6,9,sqrt,0.7865550062285893,False
181,960,6,9,sqrt,0.7865550062285893,False
182,970,6,9,sqrt,0.7865550062285893,False
183,980,6,9,sqrt,0.7865550062285893,False
184,990,6,9,sqrt,0.7873120370334291,False
185,1000,6,9,sqrt,0.7873120370334291,False
186,990,6,9,sqrt,0.7873120370334291,False
187,1000,6,9,sqrt,0.7873120370334291,False
188,990,6,9,sqrt,0.7873120370334291,False
189,990,6,6,log2,0.7654435109561364,True
190,990,6,6,sqrt,0.7905294569314533,False
191,980,6,6,sqrt,0.791523158282161,False
192,970,6,6,sqrt,0.791523158282161,False
193,980,6,6,sqrt,0.791523158282161,False
194,970,6,6,sqrt,0.791523158282161,False
195,980,6,6,sqrt,0.791523158282161,False
