,n_estimators,learning_rate,max_depth,subsample,fitness
0,729,0.12502223783268263,5,0.95697003262776,0.8832153690596563
1,729,0.08502223783268262,5,0.95697003262776,0.89737108190091
2,739,0.08502223783268262,5,0.95697003262776,0.8983822042467139
3,769,0.08502223783268262,5,0.95697003262776,0.9009100101112234
