,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,835,4,8,sqrt,0.7850453037214326
1,835,4,7,sqrt,0.7925168948994047
2,734,8,3,sqrt,0.794796425757217
3,734,8,2,sqrt,0.8020649710400403
4,744,7,2,sqrt,0.8022932303206771
5,720,5,1,sqrt,0.8040555433105577
6,730,5,1,sqrt,0.8065901719293085
