,fitness
0,0.8948432760364005
1,0.8953488372093024
2,0.8948432760364005
3,0.8953488372093024
4,0.8948432760364005
5,0.8953488372093024
6,0.8948432760364005
7,0.8953488372093024
8,0.8948432760364005
9,0.8953488372093024
10,0.8948432760364005
11,0.8756319514661274
12,0.8761375126390293
13,0.8776541961577351
14,0.8786653185035389
15,0.8832153690596563
16,0.8862487360970678
17,0.8867542972699697
18,0.8867542972699697
19,0.8867542972699697
20,0.8867542972699697
21,0.8867542972699697
22,0.8867542972699697
23,0.8867542972699697
24,0.8867542972699697
25,0.8417593528816987
26,0.8493427704752275
27,0.8554095045500506
28,0.8634984833164813
29,0.8660262891809909
30,0.8640040444893832
31,0.8660262891809909
32,0.8640040444893832
33,0.8660262891809909
34,0.8640040444893832
35,0.8660262891809909
36,0.8640040444893832
37,0.8660262891809909
38,0.8690596562184024
39,0.8665318503538928
40,0.8690596562184024
41,0.8665318503538928
42,0.8690596562184024
43,0.8665318503538928
44,0.8690596562184024
45,0.8665318503538928
46,0.8690596562184024
47,0.8665318503538928
48,0.8690596562184024
49,0.8822042467138523
50,0.8928210313447927
51,0.8923154701718908
52,0.8928210313447927
53,0.8923154701718908
54,0.8928210313447927
55,0.8923154701718908
56,0.8928210313447927
57,0.8923154701718908
58,0.8928210313447927
59,0.8923154701718908
60,0.8645096056622852
61,0.8665318503538928
62,0.8675429726996967
63,0.8695652173913043
64,0.8695652173913043
65,0.8695652173913043
66,0.8695652173913043
67,0.8695652173913043
68,0.8695652173913043
69,0.8695652173913043
70,0.8695652173913043
71,0.8624873609706775
72,0.8604651162790697
73,0.8624873609706775
74,0.8604651162790697
75,0.8624873609706775
76,0.8604651162790697
77,0.8624873609706775
78,0.8604651162790697
79,0.8624873609706775
80,0.8604651162790697
81,0.8624873609706775
82,0.8336703741152679
83,0.8594539939332659
84,0.865520728008089
85,0.8690596562184024
86,0.8710819009100101
87,0.8741152679474217
88,0.8731041456016178
89,0.878159757330637
90,0.8776541961577351
91,0.8786653185035389
92,0.8806875631951466
93,0.8842264914054601
94,0.8822042467138523
95,0.8842264914054601
96,0.8822042467138523
97,0.8842264914054601
98,0.8822042467138523
99,0.8675429726996967
100,0.8786653185035389
101,0.8791708796764408
102,0.8791708796764408
103,0.8801820020222447
104,0.8837209302325582
105,0.8832153690596563
106,0.8837209302325582
107,0.8837209302325582
108,0.8837209302325582
109,0.8837209302325582
110,0.8837209302325582
111,0.8816986855409504
112,0.8887765419615774
113,0.8897876643073812
114,0.890798786653185
115,0.8923154701718908
116,0.8943377148634984
117,0.8948432760364005
118,0.8943377148634984
119,0.8948432760364005
120,0.8943377148634984
121,0.8948432760364005
122,0.8943377148634984
123,0.871587462082912
124,0.8736097067745198
125,0.8741152679474217
126,0.8746208291203236
127,0.8741152679474217
128,0.8746208291203236
129,0.8741152679474217
130,0.8746208291203236
131,0.8741152679474217
132,0.8746208291203236
133,0.8741152679474217
134,0.8604651162790697
135,0.8766430738119313
136,0.8801820020222447
137,0.8816986855409504
138,0.8811931243680485
139,0.8822042467138523
140,0.8822042467138523
141,0.8822042467138523
142,0.8822042467138523
143,0.8822042467138523
144,0.8822042467138523
145,0.8822042467138523
146,0.8852376137512639
147,0.8857431749241659
148,0.8852376137512639
149,0.8857431749241659
150,0.8852376137512639
151,0.8857431749241659
152,0.8852376137512639
153,0.8857431749241659
154,0.8852376137512639
155,0.8857431749241659
156,0.8852376137512639
157,0.8503538928210314
158,0.8705763397371082
159,0.8731041456016178
160,0.871587462082912
161,0.8816986855409504
162,0.8827098078867543
163,0.8837209302325582
164,0.8857431749241659
165,0.8837209302325582
166,0.8857431749241659
167,0.8837209302325582
168,0.8857431749241659
169,0.8837209302325582
170,0.8857431749241659
171,0.8543983822042467
172,0.8660262891809909
173,0.8695652173913043
174,0.8695652173913043
175,0.8700707785642062
176,0.8695652173913043
177,0.8700707785642062
178,0.8695652173913043
179,0.8700707785642062
180,0.8695652173913043
181,0.8700707785642062
182,0.8725985844287159
183,0.8725985844287159
184,0.8725985844287159
185,0.8725985844287159
186,0.8725985844287159
187,0.8725985844287159
188,0.8725985844287159
189,0.8725985844287159
190,0.8725985844287159
191,0.8725985844287159
192,0.8725985844287159
193,0.8761375126390293
194,0.8801820020222447
195,0.8822042467138523
196,0.8827098078867543
197,0.8857431749241659
198,0.8872598584428716
199,0.8877654196157735
