,Time,hpm5
0,0,201.2
1,5,238.8
2,10,236.8
3,15,245.4
4,20,244.0
5,25,240.4
6,30,238.5
7,35,246.6
8,40,250.8
9,45,247.3
10,50,249.8
11,55,244.5
12,60,251.8
13,65,244.3
14,70,251.1
15,75,245.7
16,80,251.7
17,85,245.2
18,90,255.9
19,95,245.2
20,100,254.0
21,105,236.1
22,110,246.1
23,115,253.5
24,120,238.9
25,125,254.3
26,130,243.2
27,135,253.9
28,140,236.2
29,145,256.2
30,150,243.1
31,155,254.2
32,160,241.1
33,165,253.9
34,170,241.6
35,175,241.2
36,180,254.9
37,185,239.6
38,190,254.4
39,195,243.0
40,200,254.1
41,205,240.3
42,210,254.5
43,215,245.8
44,220,255.3
45,225,242.3
46,230,255.2
47,235,241.9
48,240,236.6
49,245,253.7
50,250,240.2
51,255,253.9
52,260,247.0
53,265,251.7
54,270,248.4
55,275,246.1
56,280,252.8
57,285,242.8
58,290,253.1
59,295,243.7
60,300,254.2
61,305,238.6
62,310,242.3
63,315,254.9
64,320,238.4
65,325,255.9
66,330,238.3
67,335,255.7
68,340,245.2
69,345,254.3
70,350,246.6
71,355,248.5
72,360,253.0
73,365,235.3
74,370,248.3
75,375,255.1
76,380,239.1
77,385,254.9
78,390,237.6
79,395,255.6
80,400,239.5
81,405,255.2
82,410,241.5
83,415,254.5
84,420,245.8
85,425,246.2
86,430,255.5
87,435,247.1
88,440,247.2
89,445,255.6
90,450,240.7
91,455,255.0
92,460,241.3
93,465,255.5
94,470,246.4
95,475,255.4
96,480,244.1
97,485,247.2
98,490,255.8
99,495,248.9
100,500,249.9
101,505,253.2
102,510,246.0
103,515,255.2
104,520,239.5
105,525,255.4
106,530,239.6
107,535,242.7
108,540,255.6
109,545,240.3
110,550,254.7
111,555,251.0
112,560,247.2
113,565,255.3
114,570,243.7
115,575,255.8
116,580,245.0
117,585,256.2
118,590,240.8
119,595,239.9
120,600,246.0
121,605,245.1
122,610,252.1
123,615,247.6
124,620,248.6
125,625,244.6
126,630,243.9
127,635,245.8
128,640,248.7
129,645,245.0
130,650,247.2
131,655,250.2
132,660,250.2
133,665,246.4
134,670,234.3
135,675,255.2
136,680,248.6
137,685,249.4
138,690,241.9
139,695,247.5
140,700,248.5
141,705,233.1
142,710,252.0
143,715,251.1
144,720,248.8
145,725,244.1
146,730,245.7
147,735,247.9
148,740,247.4
149,745,245.2
150,750,247.2
151,755,251.1
152,760,246.3
153,765,248.1
154,770,245.2
155,775,251.3
156,780,246.8
157,785,247.9
158,790,248.6
159,795,255.0
160,800,241.9
161,805,241.0
162,810,253.1
163,815,244.5
164,820,247.7
165,825,246.5
166,830,250.0
167,835,249.4
168,840,235.6
169,845,253.3
170,850,247.8
171,855,248.0
172,860,241.9
173,865,244.0
174,870,252.7
175,875,234.5
176,880,249.6
177,885,254.8
178,890,249.1
179,895,243.1
180,900,243.6
181,905,249.1
182,910,242.0
183,915,244.6
184,920,245.2
185,925,250.8
186,930,247.6
187,935,247.9
188,940,247.5
189,945,223.1
190,950,231.9
191,955,224.8
192,960,233.2
193,965,235.6
194,970,234.9
195,975,234.6
196,980,235.6
197,985,237.5
198,990,234.8
199,995,234.9
200,1000,239.2
201,1005,238.3
202,1010,241.3
203,1015,232.6
204,1020,238.6
205,1025,240.1
206,1030,237.8
207,1035,236.0
208,1040,241.2
209,1045,233.7
210,1050,241.3
211,1055,234.3
212,1060,234.9
213,1065,232.4
214,1070,233.3
215,1075,238.2
216,1080,237.3
217,1085,232.6
218,1090,235.7
219,1095,235.2
220,1100,237.5
221,1105,239.0
222,1110,248.8
223,1115,242.9
224,1120,231.7
225,1125,239.7
226,1130,241.1
227,1135,237.0
228,1140,251.7
229,1145,246.6
230,1150,239.7
231,1155,255.7
232,1160,250.4
233,1165,246.4
234,1170,247.3
235,1175,256.0
236,1180,244.3
237,1185,246.6
238,1190,241.9
239,1195,249.9
240,1200,248.6
241,1205,250.2
242,1210,244.0
243,1215,256.2
244,1220,243.9
245,1225,244.7
246,1230,255.6
247,1235,236.7
248,1240,252.5
249,1245,243.6
250,1250,249.9
251,1255,252.0
252,1260,240.0
253,1265,243.2
254,1270,255.1
255,1275,247.8
256,1280,245.4
257,1285,238.0
258,1290,252.9
259,1295,245.2
260,1300,240.9
261,1305,252.6
262,1310,246.9
263,1315,246.0
264,1320,246.5
265,1325,247.6
266,1330,242.9
267,1335,239.3
268,1340,248.3
269,1345,255.4
270,1350,241.2
271,1355,242.9
272,1360,253.3
273,1365,244.6
274,1370,246.1
275,1375,256.0
276,1380,233.4
277,1385,251.7
278,1390,242.7
279,1395,244.9
280,1400,253.0
281,1405,242.1
282,1410,245.3
283,1415,256.0
284,1420,246.8
285,1425,242.6
286,1430,244.8
287,1435,247.1
288,1440,250.1
289,1445,239.7
290,1450,244.5
291,1455,250.0
292,1460,237.9
293,1465,255.4
294,1470,236.3
295,1475,250.1
296,1480,243.7
297,1485,240.3
298,1490,256.2
299,1495,245.0
300,1500,247.0
301,1505,254.3
302,1510,244.7
303,1515,239.5
304,1520,250.7
305,1525,227.5
306,1530,255.8
307,1535,241.9
308,1540,243.0
309,1545,255.3
310,1550,243.3
311,1555,246.4
312,1560,255.0
313,1565,240.0
314,1570,245.9
315,1575,238.1
316,1580,228.1
317,1585,234.0
318,1590,230.0
319,1595,242.2
320,1600,244.5
321,1605,237.9
322,1610,240.2
323,1615,239.7
324,1620,242.5
325,1625,240.9
326,1630,241.5
327,1635,239.3
328,1640,243.5
329,1645,240.0
330,1650,237.4
331,1655,240.8
332,1660,240.2
333,1665,233.6
334,1670,243.0
335,1675,238.7
336,1680,240.6
337,1685,245.7
338,1690,245.3
339,1695,236.0
340,1700,243.1
341,1705,245.4
342,1710,238.3
343,1715,241.4
344,1720,245.7
345,1725,233.2
346,1730,255.1
347,1735,245.9
348,1740,240.0
349,1745,255.0
350,1750,242.5
351,1755,246.9
352,1760,253.4
353,1765,244.8
354,1770,255.2
355,1775,234.6
356,1780,244.5
357,1785,240.0
358,1790,233.2
359,1795,242.3
360,1800,245.8
361,1805,253.1
362,1810,244.9
