,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,257,4,9,log2,0.865520728008089
1,257,4,9,sqrt,0.8827098078867543
2,267,4,8,sqrt,0.8837209302325582
3,267,4,7,sqrt,0.890798786653185
4,335,2,1,sqrt,0.8913043478260869
5,335,3,1,sqrt,0.8918099089989889
6,335,4,1,sqrt,0.8938321536905965
7,325,4,1,sqrt,0.8948432760364005
