,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,248,5,2,sqrt,0.7928076398044547,False
1,248,5,1,sqrt,0.8028332325065537,False
2,248,4,1,sqrt,0.8038287197566976,False
3,258,4,1,sqrt,0.8028332325065537,False
4,248,4,1,sqrt,0.8038287197566976,False
5,258,4,1,sqrt,0.8028332325065537,False
6,248,4,1,sqrt,0.8038287197566976,False
7,258,4,1,sqrt,0.8028332325065537,False
8,248,4,1,sqrt,0.8038287197566976,False
9,258,4,1,sqrt,0.8028332325065537,False
10,248,4,1,sqrt,0.8038287197566976,False
11,740,3,3,sqrt,0.7983132198073914,True
12,740,3,3,log2,0.7746013583345638,False
13,740,3,3,sqrt,0.7983132198073914,False
14,740,3,2,sqrt,0.8008423539285242,False
15,740,4,2,sqrt,0.8008423539285242,False
16,740,4,1,sqrt,0.8027529208735078,False
17,740,5,1,sqrt,0.8065901719293085,False
18,730,5,1,sqrt,0.8065901719293085,False
19,740,5,1,sqrt,0.8065901719293085,False
20,730,5,1,sqrt,0.8065901719293085,False
21,740,5,1,sqrt,0.8065901719293085,False
22,730,5,1,sqrt,0.8065901719293085,False
23,740,5,1,sqrt,0.8065901719293085,False
24,730,5,1,sqrt,0.8065901719293085,False
25,740,5,1,sqrt,0.8065901719293085,False
26,594,4,5,log2,0.7674244783556524,True
27,584,4,5,log2,0.7686679269158958,False
28,584,4,5,sqrt,0.7908189905429154,False
29,584,4,6,sqrt,0.7960236025421694,False
30,584,5,6,sqrt,0.7960236025421694,False
31,584,6,6,sqrt,0.7960236025421694,False
32,584,7,6,sqrt,0.7960236025421694,False
33,584,8,6,sqrt,0.7960236025421694,False
34,584,9,6,sqrt,0.7960236025421694,False
35,584,10,6,sqrt,0.7960236025421694,False
36,584,9,6,sqrt,0.7960236025421694,False
37,584,10,6,sqrt,0.7960236025421694,False
38,584,9,6,sqrt,0.7960236025421694,False
39,988,3,6,sqrt,0.791523158282161,True
40,978,3,6,sqrt,0.791523158282161,False
41,988,3,6,sqrt,0.791523158282161,False
42,978,3,6,sqrt,0.791523158282161,False
43,988,3,6,sqrt,0.791523158282161,False
44,978,3,6,sqrt,0.791523158282161,False
45,988,3,6,sqrt,0.791523158282161,False
46,978,3,6,sqrt,0.791523158282161,False
47,988,3,6,sqrt,0.791523158282161,False
48,978,3,6,sqrt,0.791523158282161,False
49,988,3,6,sqrt,0.791523158282161,False
50,803,10,2,log2,0.7763371591536053,True
51,803,9,2,log2,0.7808068829792603,False
52,803,9,2,sqrt,0.7990065726757313,False
53,803,8,2,sqrt,0.8030602410571215,False
54,793,8,2,sqrt,0.8032883147386964,False
55,783,8,2,sqrt,0.8032883147386964,False
56,793,8,2,sqrt,0.8032883147386964,False
57,783,8,2,sqrt,0.8032883147386964,False
58,793,8,2,sqrt,0.8032883147386964,False
59,783,8,2,sqrt,0.8032883147386964,False
60,793,8,2,sqrt,0.8032883147386964,False
61,783,8,2,sqrt,0.8032883147386964,False
62,389,3,5,log2,0.7644530899238304,True
63,389,3,4,log2,0.7691766334504986,False
64,389,3,4,sqrt,0.7990793553350377,False
65,399,3,4,sqrt,0.7990793553350377,False
66,399,3,3,sqrt,0.8000745280858316,False
67,409,3,3,sqrt,0.8003031594444338,False
68,409,4,3,sqrt,0.8003031594444338,False
69,409,5,3,sqrt,0.8003031594444338,False
70,409,6,3,sqrt,0.8003031594444338,False
71,409,5,3,sqrt,0.8003031594444338,False
72,409,6,3,sqrt,0.8003031594444338,False
73,409,5,3,sqrt,0.8003031594444338,False
74,463,8,8,sqrt,0.7877861276836904,True
75,463,8,8,log2,0.7543320230361233,False
76,463,8,8,sqrt,0.7877861276836904,False
77,463,8,7,sqrt,0.7910526704702345,False
78,463,8,6,sqrt,0.7975485519723269,False
79,463,9,6,sqrt,0.7975485519723269,False
80,463,10,6,sqrt,0.7975485519723269,False
