,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,893,6,5,log2,0.8736097067745198
1,893,6,5,sqrt,0.884732052578362
2,893,6,4,sqrt,0.8892821031344793
3,893,6,3,sqrt,0.8902932254802831
4,883,6,3,sqrt,0.8913043478260869
5,863,6,3,sqrt,0.8923154701718908
6,575,8,2,sqrt,0.8933265925176946
7,651,5,1,sqrt,0.8938321536905965
8,671,5,1,sqrt,0.8943377148634984
