,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,329,2,6,log2,0.7647067992035319
1,329,2,6,sqrt,0.794796425757217
2,329,2,7,sqrt,0.7955591862425886
3,309,2,7,sqrt,0.79655385236452
4,853,6,3,sqrt,0.8010697333519475
5,843,6,3,sqrt,0.8026072952201855
6,184,7,1,sqrt,0.8027529208735078
7,756,5,1,sqrt,0.8045986706376906
8,766,5,1,sqrt,0.8055944055944056
