,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,484,5,7,log2,0.7585476586085044
1,484,5,7,sqrt,0.7928076398044547
2,484,5,6,sqrt,0.7967853476163725
3,474,5,6,sqrt,0.7975485519723269
4,464,5,5,sqrt,0.7976294121551188
5,432,5,1,sqrt,0.8038287197566976
6,442,5,1,sqrt,0.8045986706376906
7,368,4,1,sqrt,0.8050508777080694
