,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,564,3,8,sqrt,0.8837209302325582
1,564,3,9,sqrt,0.8852376137512639
2,554,3,9,sqrt,0.8857431749241659
3,846,3,1,sqrt,0.8902932254802831
4,846,2,1,sqrt,0.8923154701718908
5,856,2,1,sqrt,0.8928210313447927
6,973,7,2,sqrt,0.8933265925176946
