,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,937,5,6,log2,0.7639715042042977
1,937,5,6,sqrt,0.791523158282161
2,927,5,6,sqrt,0.7922813222268758
3,625,3,6,sqrt,0.7960236025421694
4,310,8,4,sqrt,0.7963234121659725
5,320,8,4,sqrt,0.7990793553350377
6,467,8,2,sqrt,0.8010697333519475
7,467,7,2,sqrt,0.8030602410571215
8,615,2,1,sqrt,0.8040555433105577
9,896,8,2,sqrt,0.8045986706376906
10,896,7,2,sqrt,0.8048242388586557
