,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,315,2,3,log2,0.878159757330637
1,315,2,3,sqrt,0.8887765419615774
2,315,2,2,sqrt,0.890798786653185
3,325,2,2,sqrt,0.8918099089989889
4,325,4,1,sqrt,0.8948432760364005
