,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,648,8,1,sqrt,0.7972514791414997
1,648,8,2,sqrt,0.8018377771998401
2,658,8,2,sqrt,0.8028332325065537
3,787,7,2,sqrt,0.8030602410571215
4,797,8,2,sqrt,0.8040555433105577
5,949,7,2,sqrt,0.8045986706376906
6,939,7,2,sqrt,0.8055944055944056
