,fitness
0,0.770000640725301
1,0.7813454523590011
2,0.779130882719875
3,0.7813454523590011
4,0.779130882719875
5,0.7813454523590011
6,0.779130882719875
7,0.7813454523590011
8,0.779130882719875
9,0.7813454523590011
10,0.779130882719875
11,0.7828081117554803
12,0.8021194573930996
13,0.8069183730083745
14,0.808524180715854
15,0.8113303981777351
16,0.808524180715854
17,0.8113303981777351
18,0.808524180715854
19,0.8113303981777351
20,0.808524180715854
21,0.8113303981777351
22,0.808524180715854
23,0.763986013986014
24,0.7897916146843634
25,0.7897916146843634
26,0.790366753989045
27,0.790366753989045
28,0.790366753989045
29,0.790366753989045
30,0.790366753989045
31,0.790366753989045
32,0.790366753989045
33,0.790366753989045
34,0.7800307091916627
35,0.7966341192347385
36,0.7985620136604706
37,0.8029316221535902
38,0.8057239689701892
39,0.8065201389000015
40,0.8065201389000015
41,0.8075194535811775
42,0.8075194535811775
43,0.8083173977052696
44,0.8083173977052696
45,0.8083173977052696
46,0.8083173977052696
47,0.8103165001716854
48,0.7154512688851585
49,0.7310653211674422
50,0.7382475305240799
51,0.7372587536119515
52,0.7382475305240799
53,0.7372587536119515
54,0.7382475305240799
55,0.7372587536119515
56,0.7382475305240799
57,0.7372587536119515
58,0.7382475305240799
59,0.7372587536119515
60,0.7167017379783337
61,0.7523447195491628
62,0.7521078725165226
63,0.7550891826414972
64,0.7521078725165226
65,0.7550891826414972
66,0.7521078725165226
67,0.7550891826414972
68,0.7521078725165226
69,0.7550891826414972
70,0.7521078725165226
71,0.6780430122095062
72,0.720088376622854
73,0.740186586868509
74,0.7738586916439266
75,0.7879921088284462
76,0.795187251872126
77,0.7986285524137002
78,0.8000593292834364
79,0.8034008097165992
80,0.8014057250050459
81,0.8034008097165992
82,0.8014057250050459
83,0.8034008097165992
84,0.8014057250050459
85,0.8034008097165992
86,0.8014057250050459
87,0.8045515767224357
88,0.8051350457458
89,0.8067230833113735
90,0.8053419024363084
91,0.8067230833113735
92,0.8053419024363084
93,0.8067230833113735
94,0.8053419024363084
95,0.8067230833113735
96,0.8053419024363084
97,0.8067230833113735
98,0.7565312417621762
99,0.7780946234035478
100,0.7794154858299596
101,0.7925259516940332
102,0.7952065176203107
103,0.7989840723888232
104,0.8005584252408209
105,0.7989840723888232
106,0.8005584252408209
107,0.7989840723888232
108,0.8005584252408209
109,0.7989840723888232
110,0.8005584252408209
111,0.7989840723888232
112,0.7896545315753504
113,0.7906515264036286
114,0.7922140788273512
115,0.7906515264036286
116,0.792429269578133
117,0.7922140788273512
118,0.792429269578133
119,0.7922140788273512
120,0.792429269578133
121,0.7922140788273512
122,0.792429269578133
123,0.7048437662202844
124,0.7310653211674422
125,0.7360093398003767
126,0.7360093398003767
127,0.7372587536119515
128,0.738508758647072
129,0.7372587536119515
130,0.738508758647072
131,0.7372587536119515
132,0.738508758647072
133,0.7372587536119515
134,0.738508758647072
135,0.7051940357460255
136,0.7307611010845
137,0.7448587024392209
138,0.7473355565591884
139,0.7461000257052888
140,0.7473355565591884
141,0.7461000257052888
142,0.7473355565591884
143,0.7461000257052888
144,0.7473355565591884
145,0.7461000257052888
146,0.7473355565591884
147,0.7850049465022866
148,0.7973543913095763
149,0.8007287851037851
150,0.800349505017765
151,0.8007287851037851
152,0.800349505017765
153,0.8007287851037851
154,0.800349505017765
155,0.8007287851037851
156,0.800349505017765
157,0.8007287851037851
158,0.8083376621316721
159,0.812315701807517
160,0.8129178972946833
161,0.812315701807517
162,0.8129178972946833
163,0.812315701807517
164,0.8129178972946833
165,0.812315701807517
166,0.8129178972946833
167,0.812315701807517
168,0.8129178972946833
169,0.7709950232833528
170,0.7806829362711099
171,0.7835430627591768
172,0.7897916146843634
173,0.7936426896603888
174,0.7928630799455947
175,0.7936426896603888
176,0.7928630799455947
177,0.7936426896603888
178,0.7928630799455947
179,0.7936426896603888
180,0.7928630799455947
181,0.7936426896603888
182,0.7752619372164467
183,0.7762588816805684
184,0.7752619372164467
185,0.7762588816805684
186,0.7752619372164467
187,0.7762588816805684
188,0.7752619372164467
189,0.7762588816805684
190,0.7752619372164467
191,0.7762588816805684
192,0.7752619372164467
193,0.7334570400359873
194,0.7641904672416117
195,0.767632156138427
196,0.7670687848085658
197,0.767632156138427
198,0.7670687848085658
199,0.767632156138427
