,Time,hpm4
0,0,175.5
1,5,261.0
2,10,280.3
3,15,244.5
4,20,227.5
5,25,228.4
6,30,227.9
7,35,229.0
8,40,229.0
9,45,230.7
10,50,229.2
11,55,228.8
12,60,229.4
13,65,229.6
14,70,229.0
15,75,230.5
16,80,230.4
17,85,229.0
18,90,229.6
19,95,229.7
20,100,230.3
21,105,230.3
22,110,229.5
23,115,229.4
24,120,230.0
25,125,229.2
26,130,229.1
27,135,229.4
28,140,229.7
29,145,228.8
30,150,228.2
31,155,228.3
32,160,229.4
33,165,229.4
34,170,229.9
35,175,229.7
36,180,228.6
37,185,232.6
38,190,233.1
39,195,232.1
40,200,232.6
41,205,233.1
42,210,232.7
43,215,232.7
44,220,234.5
45,225,233.5
46,230,234.2
47,235,233.2
48,240,232.7
49,245,233.1
50,250,233.6
51,255,235.2
52,260,233.0
53,265,232.4
54,270,233.7
55,275,234.3
56,280,234.2
57,285,232.6
58,290,233.2
59,295,234.1
60,300,232.5
61,305,233.5
62,310,233.9
63,315,234.5
64,320,232.6
65,325,233.1
66,330,232.8
67,335,233.2
68,340,234.7
69,345,232.7
70,350,232.6
71,355,234.2
72,360,233.5
73,365,233.6
74,370,234.6
75,375,233.1
76,380,233.9
77,385,234.8
78,390,234.0
79,395,233.4
80,400,234.8
81,405,233.6
82,410,234.1
83,415,234.1
84,420,233.7
85,425,235.2
86,430,233.1
87,435,233.7
88,440,233.1
89,445,233.6
90,450,234.6
91,455,234.1
92,460,233.8
93,465,234.1
94,470,233.1
95,475,235.8
96,480,233.5
97,485,234.0
98,490,234.0
99,495,235.5
100,500,234.1
101,505,234.3
102,510,235.0
103,515,236.9
104,520,234.7
105,525,234.0
106,530,234.8
107,535,235.0
108,540,235.5
109,545,234.4
110,550,234.3
111,555,234.5
112,560,235.4
113,565,236.7
114,570,234.5
115,575,234.1
116,580,235.1
117,585,235.6
118,590,235.9
119,595,234.5
120,600,234.0
121,605,235.8
122,610,234.2
123,615,235.0
124,620,234.8
125,625,236.1
126,630,233.3
127,635,235.6
128,640,236.0
129,645,235.4
130,650,235.9
131,655,233.1
132,660,236.1
133,665,236.3
134,670,236.2
135,675,235.5
136,680,231.6
137,685,235.2
138,690,235.9
139,695,235.9
140,700,235.4
141,705,234.1
142,710,234.1
143,715,236.2
144,720,235.9
145,725,235.5
146,730,235.2
147,735,232.8
148,740,235.6
149,745,236.1
150,750,235.9
151,755,235.4
152,760,232.4
153,765,234.8
154,770,236.0
155,775,235.5
156,780,235.4
157,785,235.1
158,790,233.2
159,795,235.8
160,800,236.3
161,805,236.1
162,810,233.4
163,815,234.6
