,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,96,9,9,log2,0.8629929221435794
1,96,9,9,sqrt,0.8827098078867543
2,86,9,9,sqrt,0.884732052578362
3,229,5,8,sqrt,0.8852376137512639
4,229,5,7,sqrt,0.8882709807886754
5,239,5,7,sqrt,0.8897876643073812
6,249,5,7,sqrt,0.8902932254802831
7,390,2,2,sqrt,0.8918099089989889
8,390,4,1,sqrt,0.8933265925176946
9,380,4,1,sqrt,0.8938321536905965
10,592,5,1,sqrt,0.8943377148634984
11,602,5,1,sqrt,0.8948432760364005
