,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,740,3,5,sqrt,0.7910526704702345
1,740,3,4,sqrt,0.7955591862425886
2,740,3,3,sqrt,0.7983132198073914
3,740,3,2,sqrt,0.8008423539285242
4,740,4,1,sqrt,0.8027529208735078
5,740,5,1,sqrt,0.8065901719293085
