,fitness
0,0.7910526704702345
1,0.7955591862425886
2,0.7983132198073914
3,0.8008423539285242
4,0.8008423539285242
5,0.8027529208735078
6,0.8065901719293085
7,0.8065901719293085
8,0.8065901719293085
9,0.8065901719293085
10,0.8065901719293085
11,0.8065901719293085
12,0.8065901719293085
13,0.8065901719293085
14,0.8065901719293085
15,0.756310738533583
16,0.7573001623344873
17,0.7863182857098281
18,0.7878362746783799
19,0.7888304787634839
20,0.7888304787634839
21,0.7888304787634839
22,0.7888304787634839
23,0.7888304787634839
24,0.7888304787634839
25,0.7888304787634839
26,0.7888304787634839
27,0.7897729694128587
28,0.7617363966048176
29,0.7897729694128587
30,0.7907664439817
31,0.7922813222268758
32,0.7922813222268758
33,0.7922813222268758
34,0.7922813222268758
35,0.7922813222268758
36,0.7922813222268758
37,0.7922813222268758
38,0.7922813222268758
39,0.7698941679363137
40,0.7746013583345638
41,0.7975485519723269
42,0.8012981785247056
43,0.8033782916613191
44,0.8020649710400403
45,0.8033782916613191
46,0.8020649710400403
47,0.8033782916613191
48,0.8020649710400403
49,0.8033782916613191
50,0.8020649710400403
51,0.7654737229529474
52,0.7718763490415242
53,0.8003031594444338
54,0.8040555433105577
55,0.8036029671494171
56,0.8040555433105577
57,0.8036029671494171
58,0.8040555433105577
59,0.8036029671494171
60,0.8040555433105577
61,0.8036029671494171
62,0.8040555433105577
63,0.7877861276836904
64,0.7604918264086756
65,0.7877861276836904
66,0.7905294569314533
67,0.7945044735296845
68,0.7952633125683947
69,0.7952633125683947
70,0.7952633125683947
71,0.7952633125683947
72,0.7952633125683947
73,0.7952633125683947
74,0.7952633125683947
75,0.7952633125683947
76,0.7718924807615045
77,0.7773289056404563
78,0.7887795306125615
79,0.8007635959444699
80,0.8017582417582417
81,0.8017582417582417
82,0.8027529208735078
83,0.8017582417582417
84,0.8027529208735078
85,0.8017582417582417
86,0.8027529208735078
87,0.8017582417582417
88,0.8027529208735078
89,0.7661816435607229
90,0.7689031382368773
91,0.7963234121659725
92,0.7993081731738719
93,0.7995380512614085
94,0.7993081731738719
95,0.7995380512614085
96,0.7993081731738719
97,0.7995380512614085
98,0.7993081731738719
99,0.7995380512614085
100,0.7993081731738719
101,0.8010697333519475
102,0.777082920113407
103,0.8010697333519475
104,0.8010697333519475
105,0.8030602410571215
106,0.8022932303206771
107,0.8030602410571215
108,0.8022932303206771
109,0.8030602410571215
110,0.8022932303206771
111,0.8030602410571215
112,0.8022932303206771
113,0.7838128767539638
114,0.7848061351603862
115,0.8005328507515206
116,0.8015276833451803
117,0.8017582417582417
118,0.8015276833451803
119,0.8017582417582417
120,0.8015276833451803
121,0.8017582417582417
122,0.8015276833451803
123,0.8017582417582417
124,0.8015276833451803
125,0.7580325609440951
126,0.7580325609440951
127,0.7880247176646069
128,0.7928076398044547
129,0.7960236025421694
130,0.7974036261221616
131,0.7974036261221616
132,0.7986249249178973
133,0.7986249249178973
134,0.7986249249178973
135,0.7986249249178973
136,0.7986249249178973
137,0.7986249249178973
138,0.7986249249178973
139,0.767912149262705
140,0.7943337372824228
141,0.7985432849698778
142,0.7995380512614085
143,0.7990065726757313
144,0.8020649710400403
145,0.8028332325065537
146,0.8022932303206771
147,0.8028332325065537
148,0.8022932303206771
149,0.8028332325065537
150,0.8022932303206771
151,0.778822332932753
152,0.7755928282244071
153,0.7970891077545936
154,0.7973182994397259
155,0.7975485519723269
156,0.7993081731738719
157,0.7993081731738719
158,0.7993081731738719
159,0.7993081731738719
160,0.7993081731738719
161,0.7993081731738719
162,0.7993081731738719
163,0.8005328507515206
164,0.7765843377231761
165,0.8005328507515206
166,0.8040555433105577
167,0.8040555433105577
168,0.8040555433105577
169,0.8040555433105577
170,0.8040555433105577
171,0.8040555433105577
172,0.8040555433105577
173,0.8040555433105577
174,0.8040555433105577
175,0.7793137420914087
176,0.7995380512614085
177,0.8008423539285242
178,0.8008423539285242
179,0.8013866104515007
180,0.8008423539285242
181,0.8013866104515007
182,0.8008423539285242
183,0.8013866104515007
184,0.8008423539285242
185,0.8013866104515007
186,0.7865550062285893
187,0.7932752842725141
188,0.794796425757217
189,0.794796425757217
190,0.794796425757217
191,0.794796425757217
192,0.794796425757217
193,0.794796425757217
194,0.794796425757217
195,0.794796425757217
196,0.794796425757217
197,0.7671967921275401
198,0.7654737229529474
199,0.7973182994397259
