,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,874,2,6,sqrt,0.7905294569314533,False
1,874,2,7,sqrt,0.7907664439817,False
2,874,3,7,sqrt,0.7907664439817,False
3,874,4,7,sqrt,0.7907664439817,False
4,874,5,7,sqrt,0.7907664439817,False
5,874,6,7,sqrt,0.7907664439817,False
6,874,7,7,sqrt,0.7907664439817,False
7,874,8,7,sqrt,0.7907664439817,False
8,874,9,7,sqrt,0.7907664439817,False
9,874,10,7,sqrt,0.7907664439817,False
10,874,9,7,sqrt,0.7907664439817,False
11,779,10,6,log2,0.7639715042042977,True
12,779,10,6,sqrt,0.7897729694128587,False
13,779,10,7,sqrt,0.7925168948994047,False
14,789,10,7,sqrt,0.7925168948994047,False
15,779,10,7,sqrt,0.7925168948994047,False
16,789,10,7,sqrt,0.7925168948994047,False
17,779,10,7,sqrt,0.7925168948994047,False
18,789,10,7,sqrt,0.7925168948994047,False
19,779,10,7,sqrt,0.7925168948994047,False
20,789,10,7,sqrt,0.7925168948994047,False
21,779,10,7,sqrt,0.7925168948994047,False
22,515,2,1,log2,0.7793125157391085,True
23,515,2,1,sqrt,0.8028332325065537,False
24,525,2,1,sqrt,0.8030602410571215,False
25,515,2,1,sqrt,0.8028332325065537,False
26,525,2,1,sqrt,0.8030602410571215,False
27,515,2,1,sqrt,0.8028332325065537,False
28,525,2,1,sqrt,0.8030602410571215,False
29,515,2,1,sqrt,0.8028332325065537,False
30,525,2,1,sqrt,0.8030602410571215,False
31,515,2,1,sqrt,0.8028332325065537,False
32,525,2,1,sqrt,0.8030602410571215,False
33,706,10,7,sqrt,0.7932752842725141,True
34,706,10,7,log2,0.7575583960271571,False
35,706,10,7,sqrt,0.7932752842725141,False
36,716,10,7,sqrt,0.7932752842725141,False
37,706,10,7,sqrt,0.7932752842725141,False
38,716,10,7,sqrt,0.7932752842725141,False
39,706,10,7,sqrt,0.7932752842725141,False
40,716,10,7,sqrt,0.7932752842725141,False
41,706,10,7,sqrt,0.7932752842725141,False
42,716,10,7,sqrt,0.7932752842725141,False
43,706,10,7,sqrt,0.7932752842725141,False
44,716,10,7,sqrt,0.7932752842725141,False
45,234,7,4,log2,0.7642273500819818,True
46,234,7,5,log2,0.7684150244820653,False
47,234,7,5,sqrt,0.7930409399854825,False
48,234,7,4,sqrt,0.7973182994397259,False
49,244,7,4,sqrt,0.7975485519723269,False
50,254,7,4,sqrt,0.7983132198073914,False
51,264,7,4,sqrt,0.7983132198073914,False
52,274,7,4,sqrt,0.7988516038617254,False
53,274,8,4,sqrt,0.7988516038617254,False
54,274,7,4,sqrt,0.7988516038617254,False
55,274,8,4,sqrt,0.7988516038617254,False
56,274,7,4,sqrt,0.7988516038617254,False
57,274,8,4,sqrt,0.7988516038617254,False
58,585,6,7,log2,0.7575583960271571,True
59,585,6,6,log2,0.7654435109561364,False
60,585,6,6,sqrt,0.7960236025421694,False
61,585,7,6,sqrt,0.7960236025421694,False
62,585,8,6,sqrt,0.7960236025421694,False
63,585,9,6,sqrt,0.7960236025421694,False
64,585,10,6,sqrt,0.7960236025421694,False
65,585,9,6,sqrt,0.7960236025421694,False
66,585,10,6,sqrt,0.7960236025421694,False
67,585,9,6,sqrt,0.7960236025421694,False
68,585,10,6,sqrt,0.7960236025421694,False
69,585,9,6,sqrt,0.7960236025421694,False
70,703,8,6,sqrt,0.7932752842725141,True
71,693,8,6,sqrt,0.7932752842725141,False
72,683,8,6,sqrt,0.7940351264988289,False
73,673,8,6,sqrt,0.7950293473839181,False
74,663,8,6,sqrt,0.7957908697473126,False
75,663,9,6,sqrt,0.7957908697473126,False
76,663,10,6,sqrt,0.7957908697473126,False
77,663,9,6,sqrt,0.7957908697473126,False
78,663,10,6,sqrt,0.7957908697473126,False
79,663,9,6,sqrt,0.7957908697473126,False
80,663,10,6,sqrt,0.7957908697473126,False
81,955,3,1,sqrt,0.7974861034603635,True
82,955,2,1,sqrt,0.8032883147386964,False
83,965,2,1,sqrt,0.8032883147386964,False
84,955,2,1,sqrt,0.8032883147386964,False
