,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,874,2,6,sqrt,0.7905294569314533
1,874,2,7,sqrt,0.7907664439817
2,779,10,7,sqrt,0.7925168948994047
3,515,2,1,sqrt,0.8028332325065537
4,525,2,1,sqrt,0.8030602410571215
5,955,2,1,sqrt,0.8032883147386964
6,511,2,1,sqrt,0.8036029671494171
7,706,5,1,sqrt,0.8060462441577287
8,686,5,1,sqrt,0.8065901719293085
