,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,159,9,7,sqrt,0.8872598584428716
1,169,9,7,sqrt,0.8887765419615774
2,730,10,2,sqrt,0.8897876643073812
3,730,10,1,sqrt,0.8918099089989889
4,770,9,1,sqrt,0.8923154701718908
5,785,7,2,sqrt,0.8928210313447927
6,795,8,2,sqrt,0.8933265925176946
7,775,5,1,sqrt,0.8938321536905965
8,765,5,1,sqrt,0.8943377148634984
