,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,228,8,6,log2,0.7619916844133455
1,228,8,6,sqrt,0.7930409399854825
2,238,8,6,sqrt,0.7952633125683947
3,238,8,7,sqrt,0.7977798592672297
4,369,3,1,sqrt,0.7993081731738719
5,369,4,1,sqrt,0.8050508777080694
6,941,7,2,sqrt,0.8055944055944056
