,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness,reinitialized
0,374,4,4,sqrt,0.8913043478260869,False
1,384,4,4,sqrt,0.8918099089989889,False
2,384,5,4,sqrt,0.8918099089989889,False
3,384,6,4,sqrt,0.8918099089989889,False
4,384,7,4,sqrt,0.8918099089989889,False
5,384,8,4,sqrt,0.8918099089989889,False
6,384,7,4,sqrt,0.8918099089989889,False
7,384,8,4,sqrt,0.8918099089989889,False
8,384,7,4,sqrt,0.8918099089989889,False
9,384,8,4,sqrt,0.8918099089989889,False
10,384,7,4,sqrt,0.8918099089989889,False
11,444,10,9,log2,0.8675429726996967,True
12,444,9,9,log2,0.8675429726996967,False
13,444,9,9,sqrt,0.8842264914054601,False
14,444,9,8,sqrt,0.884732052578362,False
15,444,9,7,sqrt,0.8862487360970678,False
16,444,9,6,sqrt,0.8892821031344793,False
17,444,9,5,sqrt,0.890798786653185,False
18,444,10,5,sqrt,0.890798786653185,False
19,444,9,5,sqrt,0.890798786653185,False
20,444,10,5,sqrt,0.890798786653185,False
21,444,9,5,sqrt,0.890798786653185,False
22,444,10,5,sqrt,0.890798786653185,False
23,444,9,5,sqrt,0.890798786653185,False
24,444,10,5,sqrt,0.890798786653185,False
25,65,6,2,sqrt,0.8862487360970678,True
26,65,6,2,log2,0.8731041456016178,False
27,65,6,2,sqrt,0.8862487360970678,False
28,75,6,2,sqrt,0.8872598584428716,False
29,75,7,2,sqrt,0.8897876643073812,False
30,85,7,2,sqrt,0.8882709807886754,False
31,75,7,2,sqrt,0.8897876643073812,False
32,85,7,2,sqrt,0.8882709807886754,False
33,75,7,2,sqrt,0.8897876643073812,False
34,85,7,2,sqrt,0.8882709807886754,False
35,75,7,2,sqrt,0.8897876643073812,False
36,85,7,2,sqrt,0.8882709807886754,False
37,609,7,5,log2,0.8731041456016178,True
38,609,8,5,log2,0.8731041456016178,False
39,609,8,5,sqrt,0.8862487360970678,False
40,609,8,4,sqrt,0.8887765419615774,False
41,599,8,4,sqrt,0.8892821031344793,False
42,599,7,4,sqrt,0.8892821031344793,False
43,599,7,3,sqrt,0.8902932254802831,False
44,599,7,2,sqrt,0.8913043478260869,False
45,599,8,2,sqrt,0.8928210313447927,False
46,589,8,2,sqrt,0.8928210313447927,False
47,599,8,2,sqrt,0.8928210313447927,False
48,589,8,2,sqrt,0.8928210313447927,False
49,599,8,2,sqrt,0.8928210313447927,False
50,380,4,3,log2,0.8746208291203236,True
51,370,4,3,log2,0.8766430738119313,False
52,370,4,3,sqrt,0.8897876643073812,False
53,370,5,3,sqrt,0.8897876643073812,False
