,fitness
0,0.8913043478260869
1,0.8918099089989889
2,0.8918099089989889
3,0.8918099089989889
4,0.8918099089989889
5,0.8918099089989889
6,0.8918099089989889
7,0.8918099089989889
8,0.8918099089989889
9,0.8918099089989889
10,0.8918099089989889
11,0.8675429726996967
12,0.8675429726996967
13,0.8842264914054601
14,0.884732052578362
15,0.8862487360970678
16,0.8892821031344793
17,0.890798786653185
18,0.890798786653185
19,0.890798786653185
20,0.890798786653185
21,0.890798786653185
22,0.890798786653185
23,0.890798786653185
24,0.890798786653185
25,0.8862487360970678
26,0.8731041456016178
27,0.8862487360970678
28,0.8872598584428716
29,0.8897876643073812
30,0.8882709807886754
31,0.8897876643073812
32,0.8882709807886754
33,0.8897876643073812
34,0.8882709807886754
35,0.8897876643073812
36,0.8882709807886754
37,0.8731041456016178
38,0.8731041456016178
39,0.8862487360970678
40,0.8887765419615774
41,0.8892821031344793
42,0.8892821031344793
43,0.8902932254802831
44,0.8913043478260869
45,0.8928210313447927
46,0.8928210313447927
47,0.8928210313447927
48,0.8928210313447927
49,0.8928210313447927
50,0.8746208291203236
51,0.8766430738119313
52,0.8897876643073812
53,0.8897876643073812
54,0.8897876643073812
55,0.8918099089989889
56,0.8918099089989889
57,0.8918099089989889
58,0.8923154701718908
59,0.8918099089989889
60,0.8923154701718908
61,0.8918099089989889
62,0.8902932254802831
63,0.8902932254802831
64,0.8902932254802831
65,0.8902932254802831
66,0.8902932254802831
67,0.8902932254802831
68,0.8902932254802831
69,0.8902932254802831
70,0.8902932254802831
71,0.8902932254802831
72,0.8902932254802831
73,0.8675429726996967
74,0.8675429726996967
75,0.8872598584428716
76,0.8892821031344793
77,0.8897876643073812
78,0.8902932254802831
79,0.8902932254802831
80,0.8902932254802831
81,0.8902932254802831
82,0.8902932254802831
83,0.8902932254802831
84,0.8902932254802831
85,0.8892821031344793
86,0.8725985844287159
87,0.8892821031344793
88,0.8918099089989889
89,0.8928210313447927
90,0.8918099089989889
91,0.8928210313447927
92,0.8918099089989889
93,0.8928210313447927
94,0.8918099089989889
95,0.8928210313447927
96,0.8918099089989889
97,0.8756319514661274
98,0.8766430738119313
99,0.8902932254802831
100,0.8913043478260869
101,0.8918099089989889
102,0.8918099089989889
103,0.8918099089989889
104,0.8918099089989889
105,0.8918099089989889
106,0.8918099089989889
107,0.8918099089989889
108,0.8918099089989889
109,0.890798786653185
110,0.8756319514661274
111,0.890798786653185
112,0.890798786653185
113,0.8913043478260869
114,0.8913043478260869
115,0.8913043478260869
116,0.8913043478260869
117,0.8913043478260869
118,0.8913043478260869
119,0.8913043478260869
120,0.8913043478260869
121,0.871587462082912
122,0.8806875631951466
123,0.8892821031344793
124,0.8928210313447927
125,0.8928210313447927
126,0.8933265925176946
127,0.8928210313447927
128,0.8933265925176946
129,0.8928210313447927
130,0.8933265925176946
131,0.8928210313447927
132,0.8933265925176946
133,0.8786653185035389
134,0.8801820020222447
135,0.890798786653185
136,0.8918099089989889
137,0.8923154701718908
138,0.8928210313447927
139,0.8923154701718908
140,0.8928210313447927
141,0.8923154701718908
142,0.8928210313447927
143,0.8923154701718908
144,0.8928210313447927
145,0.8741152679474217
146,0.8751263902932255
147,0.8852376137512639
148,0.8872598584428716
149,0.8892821031344793
150,0.8882709807886754
151,0.8892821031344793
152,0.8882709807886754
153,0.8892821031344793
154,0.8882709807886754
155,0.8892821031344793
156,0.8882709807886754
157,0.8837209302325582
158,0.884732052578362
159,0.884732052578362
160,0.8857431749241659
161,0.8857431749241659
162,0.8857431749241659
163,0.8857431749241659
164,0.8857431749241659
165,0.8857431749241659
166,0.8857431749241659
167,0.8857431749241659
168,0.8619817997977756
169,0.8695652173913043
170,0.8852376137512639
171,0.8867542972699697
172,0.8877654196157735
173,0.8877654196157735
174,0.8877654196157735
175,0.8877654196157735
176,0.8877654196157735
177,0.8877654196157735
178,0.8877654196157735
179,0.8877654196157735
180,0.8731041456016178
181,0.8751263902932255
182,0.8882709807886754
183,0.8897876643073812
184,0.8902932254802831
185,0.8902932254802831
186,0.890798786653185
187,0.8913043478260869
188,0.8923154701718908
189,0.8933265925176946
190,0.8933265925176946
191,0.8938321536905965
192,0.8933265925176946
193,0.8882709807886754
194,0.8897876643073812
195,0.8882709807886754
196,0.8897876643073812
197,0.8882709807886754
198,0.8897876643073812
199,0.8882709807886754
