,Time,hpm5
0,0,177.4
1,5,220.8
2,10,247.2
3,15,241.8
4,20,241.4
5,25,241.8
6,30,243.0
7,35,238.5
8,40,245.7
9,45,237.5
10,50,241.2
11,55,245.4
12,60,234.6
13,65,245.4
14,70,247.0
15,75,237.4
16,80,247.5
17,85,238.8
18,90,242.6
19,95,241.0
20,100,242.0
21,105,248.6
22,110,243.5
23,115,235.7
24,120,240.6
25,125,242.6
26,130,243.4
27,135,244.1
28,140,231.0
29,145,242.4
30,150,242.5
31,155,246.0
32,160,235.4
33,165,243.3
34,170,238.5
35,175,238.7
36,180,244.0
37,185,241.0
38,190,244.9
39,195,239.9
40,200,244.5
41,205,241.9
42,210,245.1
43,215,242.3
44,220,237.6
45,225,244.4
46,230,247.3
47,235,242.7
48,240,244.6
49,245,239.0
50,250,245.6
51,255,240.8
52,260,241.0
53,265,246.9
54,270,243.3
55,275,227.1
56,280,234.6
57,285,238.1
58,290,236.1
59,295,232.7
60,300,238.9
61,305,246.0
62,310,244.6
63,315,239.7
64,320,248.2
65,325,240.3
66,330,244.7
67,335,241.0
68,340,241.9
69,345,245.3
70,350,247.9
71,355,232.6
72,360,247.2
73,365,242.7
74,370,247.2
75,375,245.2
76,380,244.3
77,385,238.9
78,390,247.4
79,395,245.7
80,400,243.6
81,405,243.6
82,410,240.1
83,415,239.7
84,420,242.3
85,425,246.6
86,430,239.4
87,435,240.6
88,440,248.1
89,445,241.8
90,450,242.9
91,455,244.8
92,460,243.5
93,465,246.9
94,470,237.7
95,475,241.8
96,480,242.8
97,485,242.8
98,490,244.9
99,495,245.6
100,500,243.5
101,505,247.2
102,510,247.6
103,515,239.4
104,520,247.1
105,525,233.5
106,530,246.6
107,535,243.7
108,540,245.6
109,545,246.5
110,550,240.9
111,555,243.8
112,560,246.9
113,565,248.6
114,570,239.5
115,575,247.5
116,580,234.4
117,585,246.2
118,590,243.5
119,595,245.5
120,600,247.2
121,605,242.7
122,610,228.6
123,615,216.9
124,620,204.1
125,625,218.6
126,630,216.3
127,635,221.3
128,640,222.5
129,645,220.2
130,650,220.7
131,655,225.2
132,660,223.3
133,665,220.5
134,670,224.5
135,675,222.8
136,680,217.9
137,685,221.8
138,690,226.0
139,695,240.4
