,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,374,4,4,sqrt,0.8913043478260869
1,384,4,4,sqrt,0.8918099089989889
2,599,8,2,sqrt,0.8928210313447927
3,511,10,1,sqrt,0.8933265925176946
4,570,8,2,sqrt,0.8938321536905965
