,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,150,5,3,log2,0.7696583135557727
1,150,5,3,sqrt,0.792046787942838
2,150,5,4,sqrt,0.7955591862425886
3,160,5,4,sqrt,0.7985432849698778
4,557,5,3,sqrt,0.7993081731738719
5,567,5,3,sqrt,0.8003031594444338
6,374,3,2,sqrt,0.8010697333519475
7,374,4,1,sqrt,0.8050508777080694
8,364,4,1,sqrt,0.8060462441577287
9,700,5,1,sqrt,0.8068153722532991
