,n_estimators,learning_rate,max_depth,subsample,fitness,reinitialized
0,176,0.12065731245416234,8,0.4672516306652454,0.8756319514661274,False
1,176,0.08065731245416233,8,0.4672516306652454,0.8816986855409504,False
2,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716,False
3,176,0.04065731245416233,7,0.4672516306652454,0.8857431749241659,False
4,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716,False
5,176,0.04065731245416233,7,0.4672516306652454,0.8857431749241659,False
6,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716,False
7,176,0.04065731245416233,7,0.4672516306652454,0.8857431749241659,False
8,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716,False
9,176,0.04065731245416233,7,0.4672516306652454,0.8857431749241659,False
10,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716,False
11,176,0.04065731245416233,7,0.4672516306652454,0.8857431749241659,False
12,405,0.08419933824298342,11,0.47133975721212007,0.8801820020222447,True
13,405,0.08419933824298342,11,0.5213397572121201,0.884732052578362,False
14,405,0.04419933824298342,11,0.5213397572121201,0.8913043478260869,False
15,405,0.04419933824298342,11,0.5713397572121202,0.8913043478260869,False
16,415,0.04419933824298342,11,0.5713397572121202,0.8923154701718908,False
17,425,0.04419933824298342,11,0.5713397572121202,0.8938321536905965,False
18,435,0.04419933824298342,11,0.5713397572121202,0.8928210313447927,False
19,425,0.04419933824298342,11,0.5713397572121202,0.8938321536905965,False
20,435,0.04419933824298342,11,0.5713397572121202,0.8928210313447927,False
21,425,0.04419933824298342,11,0.5713397572121202,0.8938321536905965,False
22,435,0.04419933824298342,11,0.5713397572121202,0.8928210313447927,False
23,425,0.04419933824298342,11,0.5713397572121202,0.8938321536905965,False
24,792,0.02775601884136991,2,0.3416283304655847,0.8372093023255814,True
25,792,0.02775601884136991,3,0.3416283304655847,0.8569261880687563,False
26,792,0.02775601884136991,4,0.3416283304655847,0.8680485338725986,False
27,792,0.02775601884136991,5,0.3416283304655847,0.8811931243680485,False
28,792,0.02775601884136991,6,0.3416283304655847,0.8811931243680485,False
29,792,0.02775601884136991,6,0.3916283304655847,0.8857431749241659,False
30,792,0.02775601884136991,7,0.3916283304655847,0.8867542972699697,False
31,782,0.02775601884136991,7,0.3916283304655847,0.8877654196157735,False
32,792,0.02775601884136991,7,0.3916283304655847,0.8867542972699697,False
33,782,0.02775601884136991,7,0.3916283304655847,0.8877654196157735,False
34,792,0.02775601884136991,7,0.3916283304655847,0.8867542972699697,False
35,782,0.02775601884136991,7,0.3916283304655847,0.8877654196157735,False
36,792,0.02775601884136991,7,0.3916283304655847,0.8867542972699697,False
37,782,0.02775601884136991,7,0.3916283304655847,0.8877654196157735,False
38,792,0.02775601884136991,7,0.3916283304655847,0.8867542972699697,False
39,406,0.49384054913649034,3,0.8636475839802199,0.8675429726996967,True
40,406,0.49384054913649034,3,0.8136475839802199,0.871587462082912,False
41,406,0.49384054913649034,4,0.8136475839802199,0.8741152679474217,False
42,396,0.49384054913649034,4,0.8136475839802199,0.8751263902932255,False
43,406,0.49384054913649034,4,0.8136475839802199,0.8741152679474217,False
44,396,0.49384054913649034,4,0.8136475839802199,0.8751263902932255,False
45,406,0.49384054913649034,4,0.8136475839802199,0.8741152679474217,False
46,396,0.49384054913649034,4,0.8136475839802199,0.8751263902932255,False
47,406,0.49384054913649034,4,0.8136475839802199,0.8741152679474217,False
48,396,0.49384054913649034,4,0.8136475839802199,0.8751263902932255,False
49,406,0.49384054913649034,4,0.8136475839802199,0.8741152679474217,False
50,626,0.36407793422705337,8,0.7031971492096634,0.8746208291203236,True
51,626,0.36407793422705337,7,0.7031971492096634,0.878159757330637,False
52,626,0.3240779342270534,7,0.7031971492096634,0.8786653185035389,False
53,626,0.3240779342270534,7,0.7531971492096634,0.8822042467138523,False
54,636,0.3240779342270534,7,0.7531971492096634,0.8837209302325582,False
55,646,0.3240779342270534,7,0.7531971492096634,0.8827098078867543,False
56,636,0.3240779342270534,7,0.7531971492096634,0.8837209302325582,False
57,646,0.3240779342270534,7,0.7531971492096634,0.8827098078867543,False
58,636,0.3240779342270534,7,0.7531971492096634,0.8837209302325582,False
59,646,0.3240779342270534,7,0.7531971492096634,0.8827098078867543,False
60,636,0.3240779342270534,7,0.7531971492096634,0.8837209302325582,False
61,646,0.3240779342270534,7,0.7531971492096634,0.8827098078867543,False
62,876,0.4776707645120388,12,0.6218183535327821,0.8695652173913043,True
63,876,0.4776707645120388,12,0.6718183535327822,0.8736097067745198,False
64,876,0.43767076451203885,12,0.6718183535327822,0.8827098078867543,False
65,866,0.43767076451203885,12,0.6718183535327822,0.8842264914054601,False
66,856,0.43767076451203885,12,0.6718183535327822,0.8852376137512639,False
67,866,0.43767076451203885,12,0.6718183535327822,0.8842264914054601,False
68,856,0.43767076451203885,12,0.6718183535327822,0.8852376137512639,False
69,866,0.43767076451203885,12,0.6718183535327822,0.8842264914054601,False
70,856,0.43767076451203885,12,0.6718183535327822,0.8852376137512639,False
71,866,0.43767076451203885,12,0.6718183535327822,0.8842264914054601,False
72,856,0.43767076451203885,12,0.6718183535327822,0.8852376137512639,False
73,866,0.43767076451203885,12,0.6718183535327822,0.8842264914054601,False
74,854,0.38754140916156493,12,0.8797609206362309,0.8877654196157735,True
75,854,0.38754140916156493,11,0.8797609206362309,0.8827098078867543,False
76,854,0.38754140916156493,10,0.8797609206362309,0.8902932254802831,False
77,864,0.38754140916156493,10,0.8797609206362309,0.8902932254802831,False
78,854,0.38754140916156493,10,0.8797609206362309,0.8902932254802831,False
79,864,0.38754140916156493,10,0.8797609206362309,0.8902932254802831,False
