,n_estimators,learning_rate,max_depth,subsample,fitness
0,176,0.12065731245416234,8,0.4672516306652454,0.8756319514661274
1,176,0.08065731245416233,8,0.4672516306652454,0.8816986855409504
2,176,0.08065731245416233,7,0.4672516306652454,0.8872598584428716
3,405,0.04419933824298342,11,0.5213397572121201,0.8913043478260869
4,415,0.04419933824298342,11,0.5713397572121202,0.8923154701718908
5,425,0.04419933824298342,11,0.5713397572121202,0.8938321536905965
6,292,0.04500538659107946,11,0.7886019653288687,0.8943377148634984
7,292,0.04500538659107946,12,0.7886019653288687,0.8958543983822043
8,312,0.04500538659107946,12,0.7886019653288687,0.8963599595551062
