,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,810,3,8,sqrt,0.7867927607295221
1,810,3,7,sqrt,0.7917599542165973
2,790,3,7,sqrt,0.7925168948994047
3,551,2,3,sqrt,0.7983132198073914
4,561,2,3,sqrt,0.8003031594444338
5,950,8,1,sqrt,0.8007635959444699
6,950,8,2,sqrt,0.8020649710400403
7,950,7,2,sqrt,0.8045986706376906
8,940,7,2,sqrt,0.8055944055944056
