,n_estimators,min_samples_split,min_samples_leaf,max_features,fitness
0,857,10,9,sqrt,0.7865550062285893
1,847,10,9,sqrt,0.7873120370334291
2,850,9,5,sqrt,0.7883058237309251
3,850,9,4,sqrt,0.79655385236452
4,850,9,3,sqrt,0.7980122152857188
5,850,9,2,sqrt,0.7990065726757313
6,850,8,2,sqrt,0.8020649710400403
7,860,8,2,sqrt,0.8036029671494171
8,870,7,2,sqrt,0.8048242388586557
